STATION_NUMBER,REMARK_TYPE_CODE,YEAR,REMARK_EN,REMARK_FR
01FB001,2,2003,"THE ""E"" FOR DISCHARGES ABOVE 430 M3/S IS DUE TO CURVE EXTENSION.",LE < E > POUR LES DEBITS SUPERIEURS A 430 M3/S INDIQUE UN PROLONGEMENT DE LA COURBE.
01FB001,2,2005,MAXIMUM INSTANTANEOUS UNAVAILABLE,DEBIT INSTANTANE MAXIMAL NON DISPONIBLE
01FB001,2,2010,"DATA REVISION FOR JANUARY TO DECEMBER 2010 - DISCHARGE - REVISED NOVEMBER 2017.
THE ""E"" FOR DISCHARGES ABOVE 280 CMS IS DUE TO CURVE EXTENSION.",
01FB001,2,2011,"DATA REVISION FOR JANUARY TO DECEMBER 2011 - DISCHARGE - REVISED NOVEMBER 2017.
THE ""E"" FOR DISCHARGES ABOVE 280 CMS IS DUE TO CURVE EXTENSION.
MIN. INST. DISCHARGES NOT VALID- OCCURRED DURING BACKWATER CONDITIONS.",
01FB001,2,2012,DATA REVISION FOR JANUARY TO DECEMBER 2012 - DISCHARGE - REVISED NOVEMBER 2017.,
01FB001,2,2013,"DATA REVISION FOR JANUARY TO DECEMBER 2013 - DISCHARGE - REVISED NOVEMBER 2017.
THE ""E"" FOR DISCHARGES ABOVE 282 CMS IS DUE TO CURVE EXTENSION.
MIN. INST. DISCHARGE NOT VALID- OCCURRED DURING BACKWATER CONDITIONS.",
01FB001,2,2014,"THE ""E"" FOR DISCHARGES ABOVE 282 CMS IS DUE TO CURVE EXTENSION.",
01FB001,2,2015,MIN. INST. DISCHARGES NOT VALID- OCCURRED DURING BACKWATER CONDITIONS,
01FB001,2,2018,THE 'E' FOR DISCHARGES ABOVE 282 CMS IS DUE TO RATING CURVE EXTENSION.,
01FB001,2,2021,"WATER LEVEL FOR THE PERIOD FEB 9 - MAR 2 IS UNAVAILABLE DUE TO SENSOR PROBLEMS.
THE 'E' FOR DISCHARGE ON NOV 23 IS DUE TO RATING CURVE EXTENSION.
MIN. INST. DISCHARGE NOT VALID- OCCURRED DURING BACKWATER CONDITIONS.",
01FB001,2,2022,THE 'E' FOR DISCHARGES ON FEB 18 AND SEP 11-16 IS DUE TO RATING CURVE EXTENSION.,
01FB001,2,2023,"THE 'E' FOR DISCHARGES IN JANUARY IS DUE TO MISSING DATA.
THE 'E' FOR DISCHARGES IN MAR, APR AND JUL IS DUE TO RATING CURVE EXTENSION.
",
