STATION_NUMBER,date,flow_cms,quality_symbol
08HD030,1993-08-01,,
08HD030,1993-09-01,0.061000000685453415,
08HD030,1993-10-01,0.008999999612569809,
08HD030,1993-11-01,0.1420000046491623,
08HD030,1993-12-01,0.546999990940094,
08HD030,1994-01-01,0.3779999911785126,
08HD030,1994-02-01,0.2800000011920929,E
08HD030,1994-03-01,1.2000000476837158,E
08HD030,1994-04-01,0.7300000190734863,
08HD030,1994-05-01,0.7360000014305115,
08HD030,1994-06-01,0.3880000114440918,
08HD030,1994-07-01,0.02500000037252903,
08HD030,1994-08-01,0.023000000044703484,
08HD030,1994-09-01,0.027000000700354576,
08HD030,1994-10-01,0.014999999664723871,
08HD030,1994-11-01,0.4000000059604645,E
08HD030,1994-12-01,0.625,E
08HD030,1995-01-01,0.3499999940395355,E
08HD030,1995-02-01,0.37599998712539673,
08HD030,1995-03-01,0.5659999847412109,
08HD030,1995-04-01,1.1299999952316284,
08HD030,1995-05-01,1.8600000143051147,
08HD030,1995-06-01,1.6100000143051147,
08HD030,1995-07-01,1.0199999809265137,
08HD030,1995-08-01,0.1120000034570694,
08HD030,1995-09-01,0.09300000220537186,
08HD030,1995-10-01,0.1080000028014183,
08HD030,1995-11-01,1.7100000381469729,
08HD030,1995-12-01,0.6209999918937683,E
08HD030,1996-01-01,0.5580000281333923,E
08HD030,1996-02-01,0.4699999988079071,
08HD030,1996-03-01,0.4339999854564667,
08HD030,1996-04-01,0.2440000027418137,
08HD030,1996-05-01,0.23600000143051147,
08HD030,1996-06-01,0.2540000081062317,
08HD030,1996-07-01,0.1899999976158142,
08HD030,1996-08-01,0.03400000184774399,
08HD030,1996-09-01,0.012000000104308128,
08HD030,1996-10-01,0.01600000075995922,
08HD030,1996-11-01,0.04699999839067459,
08HD030,1996-12-01,0.07999999821186066,
08HD030,1997-01-01,0.14000000059604645,
08HD030,1997-02-01,0.17499999701976776,
08HD030,1997-03-01,0.1720000058412552,
08HD030,1997-04-01,0.16699999570846558,
08HD030,1997-05-01,0.5049999952316284,E
08HD030,1997-06-01,1.7000000476837158,E
08HD030,1997-08-01,,
08HD030,1997-10-01,,
08HD030,1997-12-01,,
08HD030,1998-01-01,0.25,B
08HD030,1998-02-01,0.2840000092983246,E
08HD030,1998-03-01,0.289000004529953,E
08HD030,1998-04-01,0.32499998807907104,A
