Station ID/Identification de la station,Curve Number/Numéro de courbe,Remarks/Remarques,Type/Catégorie,Approval/Approbation,Offset/Décalage
02HA006,20.0,"Redefinition of high water segment using recent measurements on March 22/22, March 23/23, April 5/23. Upper end redifiniton follows historical pattern of rating curves ( 14, 14.01, 15, 16, 17). Transition at breakpoint #2 established using three historical measurements (April 13/15, April 12/17, February 1/88)",LogarithmicTable,Provisional/Provisoire,(5.57:5.368);(6.2:5.36);(5.478);
02HA006,19.0,"Curve redefinition. Low end shifts right, mid range minorly tweaked and high end moved left due to increased permenant vegetation growing in on island R/B. Based on 2017 mmts and historic clear mmts. Blended during ice since very littl eoverlap.",LogarithmicTable,Final/Finales,(5.5603:5.362);(6.1999:5.363);(5.36);
02HA006,18.0,"low end shifts right, closer to the old curve 16, mid range shift left still unclear but transitions adjusted based on photos",LogarithmicTable,Final/Finales,(5.67832:5.437);(7.1515:5.447);(6.05);
02HA006,17.0,new HWS curve,LogarithmicTable,Final/Finales,(5.4959:5.379);(6.4267:5.445);(6.05);
02HA006,16.0,Shift left of curve 14.1 between 5.8 and 6,LinearTable,Final/Finales,
02HA006,14.01,extended high end,LinearTable,Final/Finales,
02HA006,15.0,,LinearTable,Final/Finales,
02HA006,14.0,,LinearTable,Final/Finales,
02HA006,13.0,,LinearTable,Final/Finales,
02HA006,12.0,,LinearTable,Final/Finales,
02HA006,11.0,,LinearTable,Final/Finales,
