STATION_NUMBER,REMARK_TYPE_CODE,YEAR,REMARK_EN,REMARK_FR
05BM014,2,2004,MAX. INST. DISCHARGE NOT VALID - ICE CONDITIONS,DEBIT MAX. INST. NON VALIDE - DURANT PERIODE DE GLACE.
05BM014,2,2009,2009 MAXIMUM INSTANTANEOUS DISCHARGE IS NOT VALID DUE TO ICE CONDITIONS,DEBIT INSTANTANE MAXIMAL NON VALIDE EN RAISON DE CONDITIONS GLACIELLES
05BM014,2,2010,2010 MAXIMUM INSTANTANEOUS DISCHARGE IS NOT VALID DUE TO ICE CONDITIONS,DEBIT INSTANTANE MAXIMAL NON VALIDE EN RAISON DE CONDITIONS GLACIELLES
05BM014,2,2013,2013 MAXIMUM INSTANTANEOUS DISCHARGE IS NOT VALID DUE TO ICE CONDITIONS,
05BM014,2,2016,MAXIMUM INSTANTANEOUS DISCHARGE IS NOT VALID DUE TO ICE CONDITIONS,
05BM014,2,2017,MAXIMUM INSTANTANEOUS DISCHARGE IS NOT VALID DUE TO ICE CONDITIONS,
05BM014,2,2019,MAXIMUM INSTANTANEOUS DISCHARGE IS NOT VALID DUE TO ICE CONDITIONS,
05BM014,2,2020,MAXIMUM INSTANTANEOUS DISCHARGE IS NOT VALID DUE TO ICE CONDITIONS,
05BM014,2,2021,MAXIMUM INSTANTANEOUS DISCHARGE IS NOT VALID DUE TO ICE CONDITIONS,
05BM014,2,2022,MAXIMUM INSTANTANEOUS DISCHARGE IS NOT VALID DUE TO ICE CONDITIONS,
05BM014,4,-999,HIGHER MAX. DISCHARGES ARE KNOWN TO HAVE OCCURRED OUTSIDE THE STANDARD PERIOD IN 1977,DEBITS DE CRUE MAX. SONT SURVENUS HORS DE PERIODE DE REFERENCE EN 1977
