STATION_NUMBER,REMARK_TYPE_CODE,YEAR,REMARK_EN,REMARK_FR
04EA001,2,2010,"2010 NATURAL FLOW.  STATION REACTIVATED AS WATER LEVEL ONLY ON AUG 29, 2010.",
04EA001,2,2014,"GAUGE HOUSE DESTROYED BY FIRE OCT 24, 2013.  TEMPORARY PORTABLE STATION INSTALLED SEPT 6, 2014.  PEAKS AND EXTREMES NOT VALID DUE TO PARTIAL YEAR OF DATA.",
04EA001,2,2015,"WATERLEVELS NOT AVAILABLE JANUARY 1 - MAY 7, 2015 DUE TO DAMAGED EQUIPMENT. DISCHARGES ESTIMATED. ALL PEAKS AND EXTREMES NOT VALID.",
04EA001,2,2016,MISSING WATER LEVELS DURING JANUARY AND FEBRUARY 2016 DUE TO EQUIPMENT MALFUNCTIONS. DISCHARGES ESTIMATED. MIN INST WATER LEVEL AND DISCHARGE NOT VALID - OCCURS DURING MISSING PERIOD AND DURING ICE CONDITIONS.,
04EA001,2,2018,MAX AND MIN INST. DISCHARGES NOT VALID - OCCUR DURING PERIODS OF ESTIMATION DUE TO ICE,
04EA001,2,2019,MIN INST DISCHARGE NOT VALID - OCCURS DURING PERIOD OF BACKWATER DUE TO ICE,
04EA001,2,2020,"WATER LEVELS NOT AVAILABLE APRIL 4- SEPTEMBER 15, 2020 DUE TO EQUIPMENT MALFUNCTION. DUE TO THE TRAVEL RESTRICTIONS IN PLACE TO STOP THE SPREAD OF COVID19, SITE WAS NOT ABLE TO BE VISITED TO REPAIR. DISCHARGES WERE NOT ESTIMATED DURING THIS PERIOD. ALL MAX AND MIN INST AND DAILY VALUES ARE NOT VALID.",
04EA001,2,2021,"WATER LEVELS NOT AVAILABLE MARCH 3 - MARCH 23 AND OCTOBER 17 - DECEMBER 31, 2021  DUE TO EQUIPMENT MALFUNCTION. DISCHARGES WERE ESTIMATED.",
04EA001,2,2023,MIN INST WATER LEVEL NOT VALID. MAX AND MIN INST DISCHARGES NOT VALID,
04EA001,7,-999,NFR DATA (1983) CONTRIBUTED BY WATER QUALITY BRANCH.,DONNEES NFR (1983) FOURNIES PAR DIRECTION DE LA QUALITE DES EAUX.
