Station ID/Identification de la station,Curve Number/Numéro de courbe,Remarks/Remarques,Type/Catégorie,Approval/Approbation,Offset/Décalage
02LB006,18.00,"Water levels were previously taken using BM 74-1.  Since the movement of the orifice upstream, HG from BM 74-1 isn't indicative of HG at the orifice.  This curve was developed to account for this as the DWL is now taken at the orifice.  As well, the low end was moved to the right to account for the erosion around the RB of the control.",LogarithmicTable,Provisional/Provisoire,(2.986);
02LB006,17.000,Created to correct offset error on previous curve.,LogarithmicTable,Final/Finales,(2.983);
02LB006,16.000,Fisrt curve drawn using RDT.,LogarithmicTable,Final/Finales,(3.03175:2.983);(3.94841:2.982);(2.689);
02LB006,15.001,Clone curve 15.000 to get around approval level bug in AQ,LinearTable,Final/Finales,
02LB006,15.000,low end adjustment to account for algae <3.4m,LinearTable,Final/Finales,
02LB006,15.000-SC2,,LinearTable,Final/Finales,
02LB006,14.000,Top end hooks due to ctl change,LinearTable,Final/Finales,
02LB006,13.000,Using mm's 2000 on - corrects slopes above 3.37,LinearTable,Final/Finales,
02LB006,12.000,,LinearTable,Final/Finales,
02LB006,11.000,,LinearTable,Final/Finales,
