STATION_NUMBER,REMARK_TYPE_CODE,YEAR,REMARK_EN,REMARK_FR
01DP004,2,1998,"THE ""E"" FOR DISCHARGES ABOVE 27.4 M3/S IS DUE TO CURVE EXTENSION.","LE < E > POUR LES DEBITS SUPERIEURS A 27,4 M3/S INDIQUE UN PROLONGEMENT DE LA COURBE."
01DP004,2,1999,"THE ""E"" FOR DISCHARGES BELOW 0.127 M3/S IS DUE TO CURVE EXTENSION.","LE < E > POUR LES DEBITS INFERIEURS A 0,127 M3/S INDIQUE UN PROLONGEMENT DE LA COURBE."
01DP004,2,2008,"2008 MAXIMUM INSTANTANEOUS FLOW GIVEN A SYMBOL OF ""E"" DUE TO SENSOR FLUCTUATIONS AT TIME OF PEAK",SYMBOLE < E > ATTRIBUE AU DEBIT INSTANTANE MAXIMAL EN RAISON DE FLUCTUATIONS DU CAPTEUR A L'ATTEINTE DE LA POINTE
01DP004,2,2011,"REVISED DISCHARGE DATA FOR OCTOBER, NOVEMBER & DECEMBER 2011 DUE TO NEW STAGE DISCHARGE RELATIONSHIP ? VERIFIED & VALIDATED JUNE 2015",
01DP004,2,2015,"THE ""E"" FOR DISCHARGES BELOW 0.168 CMS IS DUE TO CURVE EXTENSION.",
01DP004,2,2018,THE 'E' FOR DISCHARGE BELOW .043 CMS IS DUE TO CURVE EXTENSION.,
01DP004,2,2019,MAX. INST. DISCHARGE NOT VALID ? OCCURRED DURING BACKWATER CONDITIONS.,
01DP004,2,2020,THE 'E' FOR DISCHARGES IN AUG IS DUE TO RATING CURVE EXTENSION.,
01DP004,2,2021,"THE 'E' FOR DISCHARGES IN FEB, MAR, AUG, SEPT, NOV AND DEC IS DUE TO RATING CURVE EXTENSION.",
01DP004,2,2022,"MAX AND MIN INST. DISCHARGE NOT VALID- OCCURRED DURING ESTIMATED PERIOD.
THE 'E' FOR DISCHARGES IN JAN, FEB, MAR AND SEP IS DUE TO RATING CURVE EXTENSION.",
01DP004,2,2023,"THE 'E' FOR DISCHARGES IN JAN, JUN AND JUL IS DUE TO RATING CURVE EXTENSION.",
01DP004,4,-999,"PUBLISHED AS ""MIDDLE RIVER AT ROCKLIN"" TO 1985.",DONNEES PUBLIEES SOUS < MIDDLE RIVER AT ROCKLIN > JUSQU'EN 1985.
