STATION_NUMBER,REMARK_TYPE_CODE,YEAR,REMARK_EN,REMARK_FR
08EF006,2,1999,MIN. DAILY DISCHARGE 0.000 M3/S FOR SEVERAL DAYS,"DEBIT MIN. QUOTIDIEN 0,000 M3/S PENDANT PLUSIEURS JOURS"
08EF006,2,2001,SEASONAL STATION ONLY,STATION SAISONNIERE SEULEMENT
08EF006,2,2002,SEASONAL STATION ONLY,STATION SAISONNIERE SEULEMENT
08EF006,2,2003,SEASONAL STATION ONLY,STATION SAISONNIERE SEULEMENT
08EF006,2,2004,SEASONAL STATION ONLY,STATION SAISONNIERE SEULEMENT
08EF006,2,2005,SEASONAL OPERATION ONLY FOR THE PERIOD APR 1 - OCT 31.,SERVICE SAISONNIER SEULEMENT DU 1ER AVR AU 31 OCT.
08EF006,2,2006,SEASONAL OPERATION ONLY FOR THE PERIOD APR 1 - OCT 31.,EXPLOITATION SAISONNIERE UNIQUEMENT POUR LA PERIODE DU 1ER AVRIL AU 31 OCTOBRE
08EF006,2,2007,SEASONAL OPERATION ONLY FOR THE PERIOD APR 1 - OCT 31.,EXPLOITATION SAISONNIERE UNIQUEMENT POUR LA PERIODE DU 1ER AVRIL AU 31 OCTOBRE
08EF006,2,2008,SEASONAL OPERATION ONLY FOR THE PERIOD APR 1 - OCT 31.,EXPLOITATION SAISONNIERE UNIQUEMENT POUR LA PERIODE DU 1ER AVRIL AU 31 OCTOBRE
08EF006,2,2009,2009 SEASONAL OPERATION ONLY FOR THE PERIOD APR 1 - OCT 31.,STATION SAISONNIERE LIEE AUX DEBITS (EAUX LIBRES). DONNEES SUR LE DEBIT MEDIOCRES. DEBIT INFERIEUR A 4
08EF006,2,2010,2010 SEASONAL OPERATION ONLY FOR THE PERIOD APR 1 - OCT 31.,EXPLOITATION SAISONNIERE UNIQUEMENT POUR LA PERIODE DU 1ER AVRIL AU 31 OCTOBRE
08EF006,2,2023,"WATER LEVEL AND DISCHARGE NOT AVAILABLE PERIODICALLY BETWEEN 2023-08-28 TO 2023-09-24.

MAXIMUM AND MINIMUM INSTANTANEOUS AND DAILY WATER LEVEL AND DISCHARGE NOT VALID-  MAY HAVE OCCURRED OUTSIDE OF OPERATIONAL PERIOD.",
08EF006,4,-999,SEASONAL OPERATION ONLY FOR THE PERIOD APR 1 - OCT 31.,SERVICE SAISONNIER SEULEMENT DU 1ER AVR AU 31 OCT.
