STATION_NUMBER,REMARK_TYPE_CODE,YEAR,REMARK_EN,REMARK_FR
05DF006,2,1997,MAXIMUM INSTANTANEOUS DISCHARGE NOT VALID - ICE CONDITIONS,
05DF006,2,2003,MAXIMUM AND MINIMUM DAILY DISCHARGES NOT VALID - ICE CONDITIONS.,
05DF006,2,2004,MAXIMUM INSTANTANEOUS DISCHARGE VALID - OCCURRED UNDER ICE CONDITIONS,
05DF006,2,2005,MAXIMUM INSTANTANEOUS DISCHARGE NOT VALID - ICE CONDITIONS,
05DF006,2,2006,MAXIMUM INSTANTANEOUS DISCHARGE NOT VALID - ICE CONDITIONS,
05DF006,2,2008,MAXIMUM INSTANTANEOUS DISCHARGE IS NOT VALID DUE TO ICE CONDITIONS.,DEBIT INSTANTANE MAXIMAL NON VALIDE EN RAISON DE CONDITIONS GLACIELLES
05DF006,2,2009,MAXIMUM INSTANTANEOUS DISCHARGE IS NOT VALID DUE TO ICE CONDITIONS.,
05DF006,2,2014,MAXIMUM INSTANTANEOUS DISCHARGE IS NOT VALID DUE TO ICE CONDITIONS.,
05DF006,2,2015,MAXIMUM INSTANTANEOUS DISCHARGE IS NOT VALID DUE TO ICE CONDITIONS.,
05DF006,2,2017,MAXIMUM INSTANTANEOUS DISCHARGE IS NOT VALID DUE TO ICE CONDITIONS,
05DF006,2,2018,MAXIMUM INSTANTANEOUS DISCHARGE IS NOT VALID DUE TO ICE CONDITIONS,
05DF006,2,2019,MAXIMUM INSTANTANEOUS DISCHARGE IS NOT VALID DUE TO ICE CONDITIONS,
