STATION_NUMBER,REMARK_TYPE_CODE,YEAR,REMARK_EN,REMARK_FR
07FD006,2,2005,MAXIMUM INSTANTANEOUS DISCHARGE NOT VALID - EQUIPMENT MALFUNCTION.,
07FD006,2,2009,MAXIMUM INSTANTANEOUS DISCHARGE IS NOT VALID  DUE TO ICE CONDITIONS,
07FD006,2,2013,MAXIMUM INSTANTANEOUS DISCHARGE IS NOT VALID  DUE TO ICE CONDITIONS,
07FD006,2,2014,MAXIMUM INSTANTANEOUS DISCHARGE NOT VALID DUE TO EQUIPMENT MALFUNCTION,
07FD006,2,2015,MAXIMUM INSTANTANEOUS DISCHARGE IS NOT VALID  DUE TO ICE CONDITIONS,
07FD006,2,2016,MAXIMUM INSTANTANEOUS DISCHARGE NOT VALID DUE TO HIGH UNCERTAINTY IN THE MODEL,
07FD006,2,2017,MAXIMUM INSTANTANEOUS DISCHARGE NOT VALID DUE TO HIGH UNCERTAINTY IN THE MODEL,
07FD006,2,2018,MAXIMUM INSTANTANEOUS DISCHARGE IS NOT VALID  DUE TO ICE CONDITIONS,
07FD006,2,2022,MAXIMUM INSTANTANEOUS DISCHARGE NOT VALID - EQUIPMENT MALFUNCTION.,
07FD006,2,2023,MAXIMUM INSTANTANEOUS DISCHARGE IS NOT VALID  DUE TO ICE CONDITIONS,
07FD006,4,-999,DAILY DISCHARGES FOR JUN 1968 REVISED IN 1990.,DEBITS QUOTIDIENS POUR JUIN 1968 REVISES EN 1990.
