STATION_NUMBER,REMARK_TYPE_CODE,YEAR,REMARK_EN,REMARK_FR
05CD007,2,2001,MAXIMUM INSTANTANEOUS DISCHARGE NOT VALID - ICE CONDITIONS,
05CD007,2,2002,MAXIMUM INSTANTANEOUS DISCHARGE NOT VALID - ICE CONDITIONS,
05CD007,2,2005,MAXIMUM INSTANTANEOUS DISCHARGE NOT VALID - ICE CONDITIONS,
05CD007,2,2006,"MAXIMUM INSTANTANEOUS DISCHARGE NOT VALID, ICE CONDITIONS",
05CD007,2,2009,MAXIMUM INSTANTANEOUS DISCHARGE NOT VALID DUE TO ICE CONDITIONS,
05CD007,2,2011,MAXIMUM INSTANTANEOUS DISCHARGE NOT VALID DUE TO ICE CONDITIONS,
05CD007,2,2012,MAXIMUM INSTANTANEOUS DISCHARGE NOT VALID DUE TO ICE CONDITIONS,
05CD007,2,2014,MAXIMUM INSTANTANEOUS DISCHARGE NOT VALID DUE TO ICE CONDITIONS,
05CD007,2,2015,MAXIMUM INSTANTANEOUS DISCHARGE NOT VALID DUE TO ICE CONDITIONS,
05CD007,2,2016,MAXIMUM INSTANTANEOUS DISCHARGE NOT VALID DUE TO ICE CONDITIONS,
05CD007,2,2017,MAXIMUM INSTANTANEOUS DISCHARGE NOT VALID DUE TO ICE CONDITIONS,
05CD007,2,2020,MAXIMUM INSTANTANEOUS DISCHARGE NOT VALID DUE TO ICE CONDITIONS,
05CD007,2,2021,MAXIMUM INSTANTANEOUS DISCHARGE NOT VALID DUE TO ICE CONDITIONS,
05CD007,2,2023,MAXIMUM INSTANTANEOUS DISCHARGE NOT VALID DUE TO ICE CONDITIONS,
05CD007,2,2024,"MINIMUM WATER LEVEL INSTANTANEOUS AND DAILY VALID - OCCURRED DURING STANDARD PERIOD OF RECORD 
MAXIMUM DISCHARGE INSTANTANEOUS NOT VALID - OCCURRED UNDER ICE ",
