STATION_NUMBER,REMARK_TYPE_CODE,YEAR,REMARK_EN,REMARK_FR
05NG010,2,2006,DATA QUALITY IS CONSIDERED GOOD.,DONNEES DE BONNE QUALITE
05NG010,2,2007,DATA QUALITY IS CONSIDERED GOOD.,DONNEES DE BONNE QUALITE
05NG010,2,2008,DISCHARGE DATA SHOULD BE USED WITH CAUTION,LES DONNEES SUR LE DEBIT DOIVENT ETRE UTILISEES AVEC CIRCONSPECTION
05NG010,2,2009,2009 GOOD QUALITY WATER LEVEL AND DISCHARGE DATA STARTING 2009-03-29.,DONNEES SUR LE NIVEAU D'EAU ET LE DEBIT DE BONNE QUALITE A COMPTER DU 29 MARS 2009
05NG010,2,2011,"Discharge data October 23 - 31, 2011 should be used with caution.",Les donnees sur le debit du 23 au 31 octobre 2011 doivent etre utilisees avec circonspection.
05NG010,2,2012,"Caution with data July to October, 2012 due to beaver activity and low flow conditions.",
05NG010,2,2020,"Due to measures in place to limit the spread of the coronavirus, regular visits to this station were reduced or no longer conducted throughout 2020. This may have impacted data quality.",
05NG010,2,2023,"MAXIMUM DISCHARGE PEAK AND EXTREME NOT VALID-  OCCURRED DURING PERIOD OF UNAVAILABLE 	RECORD 

MAXIMUM STAGE PEAK AND EXTREME NOT VALID- MAY HAVE OCCURRED DURING PERIOD OF UNAVAILABLE 	RECORD 
",
05NG010,4,-999,MINIMUM PEAK AND EXTREME NOT VALID- OCCURRED OUTSIDE THE STANDARD PERIOD OF RECORD?,
05NG010,5,-999,MINIMUM PEAK AND EXTREME NOT VALID- OCCURRED OUTSIDE THE STANDARD PERIOD OF RECORD?,
