STATION_NUMBER,date,flow_cms,quality_symbol
08HB063,1978-03-01,,
08HB063,1978-04-01,0.7649999856948853,
08HB063,1978-05-01,0.37400001287460327,
08HB063,1978-06-01,0.1589999943971634,
08HB063,1978-07-01,0.04500000178813934,
08HB063,1978-08-01,0.010999999940395355,E
08HB063,1978-09-01,0.11599999666213988,
08HB063,1978-10-01,,
08HB063,1979-03-01,,
08HB063,1979-04-01,0.3889999985694885,
08HB063,1979-05-01,0.4440000057220459,
08HB063,1979-06-01,0.15399999916553497,
08HB063,1979-07-01,0.08399999886751175,
08HB063,1979-08-01,0.019999999552965164,
08HB063,1979-09-01,0.05099999904632568,
08HB063,1979-10-01,,
08HB063,1980-04-01,0.44999998807907104,E
08HB063,1980-05-01,0.42500001192092896,E
08HB063,1980-06-01,0.13500000536441803,
08HB063,1980-07-01,0.2430000007152557,E
08HB063,1980-08-01,0.07999999821186066,
08HB063,1980-09-01,0.04500000178813934,
08HB063,1981-03-01,,
08HB063,1981-04-01,0.6570000052452087,
08HB063,1981-05-01,0.5860000252723694,
08HB063,1981-06-01,0.22300000488758087,
08HB063,1981-07-01,0.19200000166893005,
08HB063,1981-08-01,0.03200000151991844,
08HB063,1981-09-01,,
08HB063,1978-03-02,,
08HB063,1978-04-02,0.6880000233650208,
08HB063,1978-05-02,0.3400000035762787,
08HB063,1978-06-02,0.16099999845027924,
08HB063,1978-07-02,0.04500000178813934,
08HB063,1978-08-02,0.010999999940395355,
08HB063,1978-09-02,0.1979999989271164,
08HB063,1978-10-02,0.2070000022649765,
08HB063,1979-03-02,1.2599999904632568,
08HB063,1979-04-02,0.3889999985694885,
08HB063,1979-05-02,0.421999990940094,
08HB063,1979-06-02,0.18000000715255737,
08HB063,1979-07-02,0.07599999755620956,
08HB063,1979-08-02,0.024000000208616257,
08HB063,1979-09-02,0.07999999821186066,
08HB063,1979-10-02,0.09600000083446504,
08HB063,1980-04-02,0.41999998688697815,
08HB063,1980-05-02,0.4110000133514404,
08HB063,1980-06-02,0.13199999928474426,
08HB063,1980-07-02,0.20100000500679016,
08HB063,1980-08-02,0.07500000298023224,E
08HB063,1980-09-02,0.05400000140070915,
08HB063,1981-03-02,,
08HB063,1981-04-02,0.5649999976158142,
08HB063,1981-05-02,0.5889999866485596,
08HB063,1981-06-02,0.22100000083446503,
08HB063,1981-07-02,0.15299999713897705,
08HB063,1981-08-02,0.024000000208616257,
08HB063,1981-09-02,,
08HB063,1978-03-03,,
08HB063,1978-04-03,0.6679999828338623,
08HB063,1978-05-03,0.28600001335144043,
08HB063,1978-06-03,0.1469999998807907,
08HB063,1978-07-03,0.04199999943375588,
08HB063,1978-08-03,0.009999999776482582,
08HB063,1978-09-03,0.16699999570846558,
08HB063,1978-10-03,,
08HB063,1979-03-03,,
08HB063,1979-04-03,0.3720000088214874,
08HB063,1979-05-03,0.49399998784065247,
08HB063,1979-06-03,0.18000000715255737,
08HB063,1979-07-03,0.07599999755620956,
08HB063,1979-08-03,0.03099999949336052,
08HB063,1979-09-03,0.0989999994635582,
08HB063,1979-10-03,,
08HB063,1980-04-03,0.4300000071525574,E
08HB063,1980-05-03,0.3630000054836273,
08HB063,1980-06-03,0.27300000190734863,
08HB063,1980-07-03,0.4860000014305115,E
08HB063,1980-08-03,0.06800000369548798,E
08HB063,1980-09-03,0.06199999898672104,E
08HB063,1981-03-03,,
08HB063,1981-04-03,0.5180000066757202,
08HB063,1981-05-03,0.5720000267028809,
08HB063,1981-06-03,0.3400000035762787,
08HB063,1981-07-03,0.12600000202655792,
08HB063,1981-08-03,0.01600000075995922,
08HB063,1981-09-03,,
08HB063,1978-03-04,,
08HB063,1978-04-04,0.6539999842643738,
08HB063,1978-05-04,0.2750000059604645,
