STATION_NUMBER,date,flow_cms,quality_symbol
08KH024,1976-05-01,,
08KH024,1976-06-01,,
08KH024,1976-07-01,,
08KH024,1976-08-01,,
08KH024,1976-09-01,,
08KH024,1976-10-01,0.10199999809265135,
08KH024,1976-11-01,0.2660000026226044,B
08KH024,1976-12-01,0.10999999940395357,B
08KH024,1976-05-02,,
08KH024,1976-06-02,,
08KH024,1976-07-02,,
08KH024,1976-08-02,,
08KH024,1976-09-02,,
08KH024,1976-10-02,0.15000000596046448,
08KH024,1976-11-02,0.2549999952316284,B
08KH024,1976-12-02,0.1080000028014183,B
08KH024,1976-05-03,,
08KH024,1976-06-03,0.906000018119812,A
08KH024,1976-07-03,,
08KH024,1976-08-03,,
08KH024,1976-09-03,0.289000004529953,A
08KH024,1976-10-03,0.164000004529953,
08KH024,1976-11-03,0.2440000027418137,B
08KH024,1976-12-03,0.10499999672174454,B
08KH024,1976-05-04,,
08KH024,1976-06-04,,
08KH024,1976-07-04,,
08KH024,1976-08-04,,
08KH024,1976-09-04,,
08KH024,1976-10-04,0.125,
08KH024,1976-11-04,0.23199999332427976,B
08KH024,1976-12-04,0.10199999809265135,B
08KH024,1976-05-05,,
08KH024,1976-06-05,,
08KH024,1976-07-05,,
08KH024,1976-08-05,,
08KH024,1976-09-05,,
08KH024,1976-10-05,0.16699999570846558,
08KH024,1976-11-05,0.22100000083446503,B
08KH024,1976-12-05,0.09600000083446504,B
08KH024,1976-05-06,,
08KH024,1976-06-06,,
08KH024,1976-07-06,,
08KH024,1976-08-06,,
08KH024,1976-09-06,,
08KH024,1976-10-06,0.19499999284744263,
08KH024,1976-11-06,0.20399999618530276,B
08KH024,1976-12-06,0.090999998152256,B
08KH024,1976-05-07,1.840000033378601,B
08KH024,1976-06-07,1.149999976158142,A
08KH024,1976-07-07,,
08KH024,1976-08-07,,
08KH024,1976-09-07,,
08KH024,1976-10-07,0.18400000035762787,
08KH024,1976-11-07,0.18700000643730164,B
08KH024,1976-12-07,0.08799999952316284,B
08KH024,1976-05-08,,
08KH024,1976-06-08,,
08KH024,1976-07-08,,
08KH024,1976-08-08,,
08KH024,1976-09-08,0.289000004529953,A
08KH024,1976-10-08,0.16099999845027924,
08KH024,1976-11-08,0.17599999904632568,B
08KH024,1976-12-08,0.08500000089406967,B
08KH024,1976-05-09,,
08KH024,1976-06-09,,
08KH024,1976-07-09,,
08KH024,1976-08-09,1.399999976158142,A
08KH024,1976-09-09,,
08KH024,1976-10-09,0.15000000596046448,
08KH024,1976-11-09,0.164000004529953,B
08KH024,1976-12-09,0.08500000089406967,B
08KH024,1976-05-10,,
08KH024,1976-06-10,,
08KH024,1976-07-10,,
08KH024,1976-08-10,,
08KH024,1976-09-10,,
08KH024,1976-10-10,0.3310000002384186,
08KH024,1976-11-10,0.15299999713897705,B
08KH024,1976-12-10,0.08500000089406967,B
08KH024,1976-05-11,,
08KH024,1976-06-11,,
08KH024,1976-07-11,,
08KH024,1976-08-11,,
08KH024,1976-09-11,,
08KH024,1976-10-11,0.289000004529953,
08KH024,1976-11-11,0.15299999713897705,B
08KH024,1976-12-11,0.08500000089406967,B
08KH024,1976-05-12,,
08KH024,1976-06-12,,
08KH024,1976-07-12,,
08KH024,1976-08-12,,
08KH024,1976-09-12,,
08KH024,1976-10-12,0.2150000035762787,
08KH024,1976-11-12,0.15000000596046448,B
08KH024,1976-12-12,0.08500000089406967,B
08KH024,1976-05-13,,
08KH024,1976-06-13,,
08KH024,1976-07-13,0.9739999771118164,A
08KH024,1976-08-13,,
08KH024,1976-09-13,,
08KH024,1976-10-13,0.18400000035762787,
08KH024,1976-11-13,0.1469999998807907,B
08KH024,1976-12-13,0.08500000089406967,B
08KH024,1976-05-14,,
08KH024,1976-06-14,,
08KH024,1976-07-14,,
08KH024,1976-08-14,,
08KH024,1976-09-14,,
08KH024,1976-10-14,0.15600000321865082,
08KH024,1976-11-14,0.1469999998807907,B
08KH024,1976-12-14,0.08500000089406967,B
08KH024,1976-05-15,,
08KH024,1976-06-15,,
08KH024,1976-07-15,,
08KH024,1976-08-15,,
08KH024,1976-09-15,,
08KH024,1976-10-15,0.15600000321865082,
08KH024,1976-11-15,0.15299999713897705,B
08KH024,1976-12-15,0.08799999952316284,B
08KH024,1976-05-16,,
08KH024,1976-06-16,,
08KH024,1976-07-16,,
08KH024,1976-08-16,,
08KH024,1976-09-16,,
08KH024,1976-10-16,0.125,
08KH024,1976-11-16,0.15600000321865082,B
08KH024,1976-12-16,0.090999998152256,B
08KH024,1976-05-17,,
08KH024,1976-06-17,,
08KH024,1976-07-17,,
08KH024,1976-08-17,,
08KH024,1976-09-17,,
08KH024,1976-10-17,0.1080000028014183,
08KH024,1976-11-17,0.1589999943971634,B
08KH024,1976-12-17,0.09300000220537186,B
08KH024,1976-05-18,,
08KH024,1976-06-18,,
08KH024,1976-07-18,,
08KH024,1976-08-18,,
08KH024,1976-09-18,,
08KH024,1976-10-18,0.0989999994635582,
08KH024,1976-11-18,0.1589999943971634,B
08KH024,1976-12-18,0.09300000220537186,B
08KH024,1976-05-19,1.4600000381469729,A
08KH024,1976-06-19,,
08KH024,1976-07-19,,
08KH024,1976-08-19,,
08KH024,1976-09-19,,
08KH024,1976-10-19,0.090999998152256,B
08KH024,1976-11-19,0.16099999845027924,B
08KH024,1976-12-19,0.09600000083446504,B
08KH024,1976-05-20,,
08KH024,1976-06-20,,
08KH024,1976-07-20,,
08KH024,1976-08-20,,
08KH024,1976-09-20,,
08KH024,1976-10-20,0.08799999952316284,B
08KH024,1976-11-20,0.16099999845027924,B
08KH024,1976-12-20,0.09600000083446504,B
08KH024,1976-05-21,1.75,A
08KH024,1976-06-21,,
08KH024,1976-07-21,,
08KH024,1976-08-21,,
08KH024,1976-09-21,0.15299999713897705,A
08KH024,1976-10-21,0.090999998152256,B
08KH024,1976-11-21,0.1589999943971634,B
08KH024,1976-12-21,0.0989999994635582,B
08KH024,1976-05-22,,
08KH024,1976-06-22,,
08KH024,1976-07-22,,
08KH024,1976-08-22,,
08KH024,1976-09-22,0.1589999943971634,
08KH024,1976-10-22,0.0989999994635582,B
08KH024,1976-11-22,0.15600000321865082,B
08KH024,1976-12-22,0.0989999994635582,B
08KH024,1976-05-23,,
08KH024,1976-06-23,,
08KH024,1976-07-23,,
08KH024,1976-08-23,0.49799999594688416,A
08KH024,1976-09-23,0.15600000321865082,
08KH024,1976-10-23,0.11299999803304672,B
08KH024,1976-11-23,0.15299999713897705,B
08KH024,1976-12-23,0.0989999994635582,B
08KH024,1976-05-24,,
08KH024,1976-06-24,,
08KH024,1976-07-24,,
08KH024,1976-08-24,,
