date,STATION_NUMBER,water_level_m,quality_symbol
2002-01-01,06LC001,74.61100006103516,
2002-02-01,06LC001,74.68199920654297,
2002-03-01,06LC001,74.8219985961914,
2002-04-01,06LC001,74.90899658203125,
2002-05-01,06LC001,75.03199768066406,
2002-06-01,06LC001,75.10399627685547,
2002-07-01,06LC001,75.39199829101562,
2002-08-01,06LC001,75.65799713134766,
2002-09-01,06LC001,75.48400115966797,
2002-10-01,06LC001,74.91000366210938,
2002-11-01,06LC001,75.60900115966797,
2002-12-01,06LC001,75.14099884033203,
2003-01-01,06LC001,75.052001953125,
2003-02-01,06LC001,74.98300170898438,
2003-03-01,06LC001,75.09300231933594,
2003-04-01,06LC001,75.2030029296875,
2003-05-01,06LC001,75.2770004272461,
2003-06-01,06LC001,76.28500366210938,
2003-07-01,06LC001,76.04100036621094,
2003-08-01,06LC001,75.49400329589844,
2003-09-01,06LC001,74.7490005493164,
2003-10-01,06LC001,74.29499816894531,
2003-11-01,06LC001,74.48999786376953,
2003-12-01,06LC001,74.83599853515625,
2004-01-01,06LC001,74.5530014038086,
2004-02-01,06LC001,74.51899719238281,
2004-03-01,06LC001,74.65799713134766,
2004-04-01,06LC001,74.75700378417969,A
2004-05-01,06LC001,74.9010009765625,
2004-06-01,06LC001,75.02200317382812,
2004-07-01,06LC001,75.2770004272461,
2004-08-01,06LC001,75.13899993896484,
2004-09-01,06LC001,74.66999816894531,
2004-10-01,06LC001,74.3479995727539,
2004-11-01,06LC001,75.0270004272461,
2004-12-01,06LC001,74.87000274658203,
2005-01-01,06LC001,74.73300170898438,A
2005-02-01,06LC001,74.8239974975586,
2005-03-01,06LC001,75.0199966430664,
2005-04-01,06LC001,75.15299987792969,
2005-05-01,06LC001,75.23899841308594,
2005-06-01,06LC001,75.87300109863281,
2005-07-01,06LC001,76.23300170898438,A
2005-08-01,06LC001,76.30799865722656,
2005-09-01,06LC001,75.68199920654297,
2005-10-01,06LC001,75.14900207519531,
2005-11-01,06LC001,75.13999938964844,
2005-12-01,06LC001,75.18199920654297,
2006-01-01,06LC001,75.1969985961914,
2006-02-01,06LC001,75.10399627685547,
2006-03-01,06LC001,75.03199768066406,
2006-04-01,06LC001,75.09100341796875,
2006-05-01,06LC001,75.18900299072266,
2006-06-01,06LC001,75.61900329589844,
2006-07-01,06LC001,75.50399780273438,
2006-08-01,06LC001,74.86699676513672,
2006-09-01,06LC001,74.2699966430664,
2006-10-01,06LC001,73.85299682617188,
2006-11-01,06LC001,73.77300262451172,A
2006-12-01,06LC001,74.01000213623047,
2007-01-01,06LC001,74.00199890136719,
2007-02-01,06LC001,74.21299743652344,
2007-03-01,06LC001,74.39399719238281,
2007-04-01,06LC001,74.48200225830078,
2007-05-01,06LC001,74.64299774169922,
2007-06-01,06LC001,74.90799713134766,A
2007-07-01,06LC001,76.21199798583984,
2007-08-01,06LC001,75.5530014038086,A
2007-09-01,06LC001,74.76399993896484,
2007-10-01,06LC001,74.22100067138672,
2007-11-01,06LC001,74.9209976196289,
2007-12-01,06LC001,74.85700225830078,
2008-01-01,06LC001,74.55799865722656,
2008-02-01,06LC001,74.67900085449219,
2008-03-01,06LC001,74.91200256347656,
2008-04-01,06LC001,75.05999755859375,
2008-05-01,06LC001,75.21900177001953,
2008-06-01,06LC001,75.43699645996094,
2008-07-01,06LC001,75.4209976196289,
2008-08-01,06LC001,75.16500091552734,A
2008-09-01,06LC001,74.75700378417969,
2008-10-01,06LC001,74.30899810791016,
2008-11-01,06LC001,75.05500030517578,
2008-12-01,06LC001,74.83699798583984,
2009-01-01,06LC001,74.66699981689453,
2009-02-01,06LC001,74.79399871826172,
2009-03-01,06LC001,74.86399841308594,
2009-04-01,06LC001,75.00399780273438,
2009-05-01,06LC001,75.05000305175781,
2009-06-01,06LC001,75.23600006103516,
2009-07-01,06LC001,74.95899963378906,
2009-08-01,06LC001,74.96299743652344,
2009-09-01,06LC001,74.69300079345703,
2009-10-01,06LC001,74.33100128173828,
2009-11-01,06LC001,74.99700164794922,
2009-12-01,06LC001,75.02400207519531,
2010-01-01,06LC001,74.2959976196289,
2010-02-01,06LC001,74.47799682617188,
2010-03-01,06LC001,74.68800354003906,
2010-04-01,06LC001,74.77400207519531,
2010-05-01,06LC001,74.87999725341797,
2010-06-01,06LC001,75.06099700927734,
2010-07-01,06LC001,75.43599700927734,
2010-08-01,06LC001,75.52999877929688,
2010-09-01,06LC001,74.75199890136719,
2010-10-01,06LC001,74.21299743652344,
2010-11-01,06LC001,74.02999877929688,
2010-12-01,06LC001,74.25700378417969,
2011-01-01,06LC001,74.11000061035156,
2011-02-01,06LC001,74.25800323486328,
2011-03-01,06LC001,74.4229965209961,
2011-04-01,06LC001,74.47799682617188,
2011-05-01,06LC001,74.552001953125,
2011-06-01,06LC001,74.73100280761719,
2011-07-01,06LC001,76.29399871826172,
2011-08-01,06LC001,75.6050033569336,
2011-09-01,06LC001,74.95899963378906,
2011-10-01,06LC001,74.92500305175781,
2012-01-01,06LC001,74.46800231933594,
2012-02-01,06LC001,74.40599822998047,
2012-03-01,06LC001,74.58999633789062,
2012-04-01,06LC001,74.91600036621094,
2012-05-01,06LC001,75.19499969482422,
2012-06-01,06LC001,75.79900360107422,
2012-07-01,06LC001,76.06199645996094,
2012-08-01,06LC001,75.51300048828125,
2012-09-01,06LC001,74.87799835205078,
2012-10-01,06LC001,74.44000244140625,
2012-11-01,06LC001,74.99299621582031,
2012-12-01,06LC001,75.00900268554688,
2013-01-01,06LC001,74.74299621582031,
2013-02-01,06LC001,74.81800079345703,
2013-03-01,06LC001,74.8280029296875,
2013-04-01,06LC001,74.93199920654297,
2013-05-01,06LC001,74.8499984741211,
2013-06-01,06LC001,75.2490005493164,
2013-07-01,06LC001,75.88700103759766,
2013-08-01,06LC001,75.16899871826172,
2013-09-01,06LC001,74.42400360107422,
2013-10-01,06LC001,73.97599792480469,
2013-11-01,06LC001,74.54199981689453,
2013-12-01,06LC001,74.18199920654297,
2014-01-01,06LC001,74.18199920654297,
2014-02-01,06LC001,74.34500122070312,
2014-03-01,06LC001,74.46800231933594,
2014-04-01,06LC001,74.60600280761719,
2014-05-01,06LC001,74.56099700927734,
2014-06-01,06LC001,74.3759994506836,
2014-07-01,06LC001,74.83399963378906,
2014-08-01,06LC001,74.50900268554688,
2014-09-01,06LC001,74.1449966430664,
2014-10-01,06LC001,73.83300018310547,
2014-11-01,06LC001,74.50199890136719,
2014-12-01,06LC001,74.31500244140625,
2015-01-01,06LC001,74.26000213623047,
2015-02-01,06LC001,74.4729995727539,
2015-03-01,06LC001,74.56600189208984,
2015-04-01,06LC001,74.72599792480469,
2015-05-01,06LC001,74.79199981689453,
2015-06-01,06LC001,75.00399780273438,
2015-07-01,06LC001,76.24500274658203,
2015-08-01,06LC001,75.55599975585938,
2015-09-01,06LC001,74.65299987792969,
2015-10-01,06LC001,74.3550033569336,
2015-11-01,06LC001,75.13700103759766,
2015-12-01,06LC001,75.2979965209961,
2016-01-01,06LC001,75.07499694824219,
2016-02-01,06LC001,74.94100189208984,
2016-03-01,06LC001,74.85900115966797,
2016-04-01,06LC001,74.98899841308594,
2016-05-01,06LC001,75.09500122070312,
2016-06-01,06LC001,75.34200286865234,
2016-07-01,06LC001,,
2016-08-01,06LC001,75.56700134277344,
2016-09-01,06LC001,74.88099670410156,
2016-10-01,06LC001,74.78800201416016,
2016-11-01,06LC001,74.89700317382812,
2016-12-01,06LC001,75.73999786376953,
2017-01-01,06LC001,75.20999908447266,
2017-03-01,06LC001,,
2017-06-01,06LC001,,
2017-07-01,06LC001,76.20800018310547,
2017-08-01,06LC001,75.56800079345703,
2017-09-01,06LC001,74.7509994506836,
2017-10-01,06LC001,74.27200317382812,
2017-11-01,06LC001,74.86599731445312,
2017-12-01,06LC001,74.64199829101562,
2018-01-01,06LC001,74.47000122070312,
2018-02-01,06LC001,74.62999725341797,
2018-03-01,06LC001,74.78299713134766,
2018-04-01,06LC001,74.8290023803711,
2018-05-01,06LC001,75.0780029296875,
2018-06-01,06LC001,75.24800109863281,
2018-07-01,06LC001,75.15899658203125,
2018-08-01,06LC001,74.9540023803711,
2018-09-01,06LC001,74.51699829101562,
2018-10-01,06LC001,74.06700134277344,
2018-11-01,06LC001,74.4530029296875,
2018-12-01,06LC001,74.50499725341797,
2019-01-01,06LC001,74.40799713134766,
2019-02-01,06LC001,74.51899719238281,
2019-03-01,06LC001,74.64700317382812,
2019-04-01,06LC001,74.78500366210938,
2019-05-01,06LC001,74.89900207519531,
2019-06-01,06LC001,75.19000244140625,
2019-07-01,06LC001,75.03800201416016,
2019-08-01,06LC001,75.3239974975586,
2019-09-01,06LC001,74.89900207519531,
2019-10-01,06LC001,74.46099853515625,
2019-11-01,06LC001,74.76799774169922,
2019-12-01,06LC001,75.31800079345703,
2020-01-01,06LC001,74.85399627685547,
2020-02-01,06LC001,74.90899658203125,
2020-03-01,06LC001,75.02899932861328,
2020-04-01,06LC001,75.11299896240234,
2020-05-01,06LC001,75.25199890136719,
2020-06-01,06LC001,75.45999908447266,
2020-07-01,06LC001,75.53500366210938,
2020-08-01,06LC001,75.86699676513672,
2020-09-01,06LC001,75.38700103759766,
2020-10-01,06LC001,75.06400299072266,
2020-11-01,06LC001,74.92900085449219,
2020-12-01,06LC001,75.68800354003906,
2021-01-01,06LC001,75.38300323486328,
2021-02-01,06LC001,75.2959976196289,
2021-03-01,06LC001,75.21199798583984,
2021-04-01,06LC001,75.25599670410156,
2021-05-01,06LC001,75.33300018310547,
2021-06-01,06LC001,75.56300354003906,
2021-07-01,06LC001,76.66799926757812,
2021-08-01,06LC001,76.2300033569336,
2021-09-01,06LC001,75.5719985961914,
2021-10-01,06LC001,75.0790023803711,
2021-11-01,06LC001,75.11000061035156,
2021-12-01,06LC001,75.76200103759766,
2022-01-01,06LC001,75.47599792480469,
2022-02-01,06LC001,75.28500366210938,
2022-03-01,06LC001,75.21800231933594,
2022-04-01,06LC001,75.44200134277344,
2022-05-01,06LC001,75.58300018310547,
2022-06-01,06LC001,75.50700378417969,
2022-07-01,06LC001,75.83399963378906,
2022-08-01,06LC001,75.35600280761719,
2022-09-01,06LC001,74.76399993896484,
2022-10-01,06LC001,74.35199737548828,
2022-11-01,06LC001,75.10600280761719,
2022-12-01,06LC001,75.3290023803711,
2023-01-01,06LC001,74.90699768066406,
2023-02-01,06LC001,74.80500030517578,
2023-08-01,06LC001,,
2023-09-01,06LC001,74.40499877929688,
2023-10-01,06LC001,74.08100128173828,
2023-11-01,06LC001,74.29399871826172,
2023-12-01,06LC001,74.38400268554688,
2002-01-02,06LC001,74.58899688720703,
2002-02-02,06LC001,74.68599700927734,
2002-03-02,06LC001,74.80899810791016,
2002-04-02,06LC001,74.91300201416016,
2002-05-02,06LC001,75.03700256347656,
2002-06-02,06LC001,75.10800170898438,
2002-07-02,06LC001,75.38999938964844,
2002-08-02,06LC001,75.66200256347656,
2002-09-02,06LC001,75.47100067138672,
2002-10-02,06LC001,74.8949966430664,
2002-11-02,06LC001,75.61900329589844,
2002-12-02,06LC001,75.12300109863281,
2003-01-02,06LC001,75.05000305175781,
2003-02-02,06LC001,75.0009994506836,
2003-03-02,06LC001,75.09200286865234,
2003-04-02,06LC001,75.2040023803711,
2003-05-02,06LC001,75.2760009765625,
2003-06-02,06LC001,76.38600158691406,
2003-07-02,06LC001,76.03500366210938,
2003-08-02,06LC001,75.46600341796875,
2003-09-02,06LC001,74.72599792480469,A
2003-10-02,06LC001,74.27899932861328,
2003-11-02,06LC001,74.51000213623047,
2003-12-02,06LC001,74.81900024414062,
2004-01-02,06LC001,74.5479965209961,
2004-02-02,06LC001,74.52300262451172,
2004-03-02,06LC001,74.66799926757812,
2004-04-02,06LC001,74.76399993896484,
2004-05-02,06LC001,74.9020004272461,
2004-06-02,06LC001,75.03800201416016,A
2004-07-02,06LC001,75.27200317382812,
2004-08-02,06LC001,75.13099670410156,
2004-09-02,06LC001,74.65599822998047,
2004-10-02,06LC001,74.34200286865234,
2004-11-02,06LC001,75.0719985961914,
2004-12-02,06LC001,74.85600280761719,
2005-01-02,06LC001,74.73400115966797,E
2005-02-02,06LC001,74.83599853515625,
2005-03-02,06LC001,75.02300262451172,A
2005-04-02,06LC001,75.15799713134766,A
2005-05-02,06LC001,75.24299621582031,
2005-06-02,06LC001,76.0260009765625,
2005-07-02,06LC001,76.25499725341797,A
2005-08-02,06LC001,76.28800201416016,
2005-09-02,06LC001,75.6520004272461,
2005-10-02,06LC001,75.10299682617188,
2005-11-02,06LC001,75.19000244140625,
2005-12-02,06LC001,75.26300048828125,
2006-01-02,06LC001,75.19100189208984,
2006-02-02,06LC001,75.1050033569336,
2006-03-02,06LC001,75.03900146484375,
2006-04-02,06LC001,75.09400177001953,
2006-05-02,06LC001,75.2030029296875,
2006-06-02,06LC001,75.75399780273438,
2006-07-02,06LC001,75.50499725341797,
2006-08-02,06LC001,74.85199737548828,
2006-09-02,06LC001,74.27200317382812,
2006-10-02,06LC001,73.84200286865234,
2006-11-02,06LC001,73.86499786376953,
2006-12-02,06LC001,73.97100067138672,
2007-01-02,06LC001,74.01699829101562,
2007-02-02,06LC001,74.20700073242188,
2007-03-02,06LC001,74.40599822998047,
2007-04-02,06LC001,74.48300170898438,
2007-05-02,06LC001,74.64700317382812,
2007-06-02,06LC001,74.90799713134766,
2007-07-02,06LC001,76.25700378417969,
2007-08-02,06LC001,75.53399658203125,
2007-09-02,06LC001,74.75,
2007-10-02,06LC001,74.19499969482422,
2007-11-02,06LC001,74.8030014038086,
2007-12-02,06LC001,74.8270034790039,
2008-01-02,06LC001,74.5530014038086,
2008-02-02,06LC001,74.68800354003906,
2008-03-02,06LC001,74.91699981689453,
2008-04-02,06LC001,75.06500244140625,
2008-05-02,06LC001,75.22699737548828,
2008-06-02,06LC001,75.4530029296875,
2008-07-02,06LC001,75.45099639892578,
2008-08-02,06LC001,75.14900207519531,
2008-09-02,06LC001,74.74099731445312,
2008-10-02,06LC001,74.302001953125,
2008-11-02,06LC001,75.05999755859375,
2008-12-02,06LC001,74.84400177001953,
2009-01-02,06LC001,74.66600036621094,
2009-02-02,06LC001,74.8030014038086,
2009-03-02,06LC001,74.86599731445312,
2009-04-02,06LC001,75.01100158691406,
2009-05-02,06LC001,75.02899932861328,
2009-06-02,06LC001,75.23999786376953,
2009-07-02,06LC001,74.95999908447266,
2009-08-02,06LC001,74.94999694824219,
2009-09-02,06LC001,74.66999816894531,
2009-10-02,06LC001,74.34200286865234,
2009-11-02,06LC001,74.95700073242188,
2009-12-02,06LC001,74.9749984741211,
2010-01-02,06LC001,74.3270034790039,
2010-02-02,06LC001,74.4229965209961,
2010-03-02,06LC001,74.68699645996094,
2010-04-02,06LC001,74.78099822998047,
2010-05-02,06LC001,74.88600158691406,A
2010-06-02,06LC001,75.07099914550781,
2010-07-02,06LC001,75.44000244140625,A
2010-08-02,06LC001,75.51499938964844,
2010-09-02,06LC001,74.73300170898438,
2010-10-02,06LC001,74.2020034790039,
2010-11-02,06LC001,73.91600036621094,
2010-12-02,06LC001,74.29499816894531,
2011-01-02,06LC001,74.10700225830078,
2011-02-02,06LC001,74.26000213623047,
2011-03-02,06LC001,74.42500305175781,
2011-04-02,06LC001,74.48300170898438,
2011-05-02,06LC001,74.56099700927734,
2011-06-02,06LC001,74.73200225830078,
2011-07-02,06LC001,76.30599975585938,
2011-08-02,06LC001,75.56199645996094,
2011-09-02,06LC001,74.95500183105469,
2011-10-02,06LC001,74.91899871826172,
2012-01-02,06LC001,74.44200134277344,
2012-02-02,06LC001,74.41200256347656,
2012-03-02,06LC001,74.59500122070312,
2012-04-02,06LC001,74.93000030517578,
2012-05-02,06LC001,75.21299743652344,
2012-06-02,06LC001,75.8239974975586,
2012-07-02,06LC001,76.0469970703125,
2012-08-02,06LC001,75.48799896240234,
2012-09-02,06LC001,74.85199737548828,
2012-10-02,06LC001,74.43499755859375,
2012-11-02,06LC001,74.96199798583984,
2012-12-02,06LC001,74.9800033569336,
2013-01-02,06LC001,74.73200225830078,
2013-02-02,06LC001,74.8219985961914,
2013-03-02,06LC001,74.81999969482422,
2013-04-02,06LC001,74.93699645996094,
2013-05-02,06LC001,74.89099884033203,
2013-06-02,06LC001,75.26699829101562,
2013-07-02,06LC001,75.86599731445312,
2013-08-02,06LC001,75.13600158691406,
2013-09-02,06LC001,74.4020004272461,
2013-10-02,06LC001,73.96199798583984,
2013-11-02,06LC001,74.49400329589844,
2013-12-02,06LC001,74.16600036621094,
2014-01-02,06LC001,74.18800354003906,
2014-02-02,06LC001,74.35399627685547,
2014-03-02,06LC001,74.47000122070312,
2014-04-02,06LC001,74.60900115966797,
2014-05-02,06LC001,74.56099700927734,
2014-06-02,06LC001,74.48899841308594,
2014-07-02,06LC001,74.8239974975586,
2014-08-02,06LC001,74.49500274658203,
2014-09-02,06LC001,74.12999725341797,
2014-10-02,06LC001,73.80699920654297,
2014-11-02,06LC001,74.44300079345703,
2014-12-02,06LC001,74.2969970703125,
2015-01-02,06LC001,74.25900268554688,
2015-02-02,06LC001,74.47100067138672,
2015-03-02,06LC001,74.56500244140625,
2015-04-02,06LC001,74.73100280761719,
2015-05-02,06LC001,74.81099700927734,
2015-06-02,06LC001,75.02300262451172,
2015-07-02,06LC001,76.23799896240234,
2015-08-02,06LC001,75.52400207519531,
2015-09-02,06LC001,74.65499877929688,
2015-10-02,06LC001,74.3499984741211,
2015-11-02,06LC001,75.11199951171875,
2015-12-02,06LC001,75.322998046875,
2016-01-02,06LC001,75.05599975585938,
2016-02-02,06LC001,74.91899871826172,
2016-03-02,06LC001,74.8740005493164,
2016-04-02,06LC001,74.99500274658203,
2016-05-02,06LC001,75.10700225830078,
2016-06-02,06LC001,75.36399841308594,
2016-07-02,06LC001,,
2016-08-02,06LC001,75.55999755859375,
2016-09-02,06LC001,74.85700225830078,
2016-10-02,06LC001,74.78700256347656,
2016-11-02,06LC001,74.9000015258789,
2016-12-02,06LC001,75.7040023803711,
2017-01-02,06LC001,75.16899871826172,
2017-03-02,06LC001,,
2017-06-02,06LC001,,
2017-07-02,06LC001,76.2030029296875,
2017-08-02,06LC001,75.54199981689453,
2017-09-02,06LC001,74.70700073242188,
2017-10-02,06LC001,74.27300262451172,
2017-11-02,06LC001,74.95099639892578,
2017-12-02,06LC001,74.62000274658203,
2018-01-02,06LC001,74.45899963378906,
2018-02-02,06LC001,74.63099670410156,
2018-03-02,06LC001,74.79100036621094,
2018-04-02,06LC001,74.85800170898438,
2018-05-02,06LC001,75.0790023803711,
2018-06-02,06LC001,75.2509994506836,
2018-07-02,06LC001,75.15399932861328,
2018-08-02,06LC001,74.93199920654297,
2018-09-02,06LC001,74.50599670410156,
2018-10-02,06LC001,74.03600311279297,
2018-11-02,06LC001,74.43599700927734,
2018-12-02,06LC001,74.47699737548828,
2019-01-02,06LC001,74.42400360107422,
2019-02-02,06LC001,74.5250015258789,
2019-03-02,06LC001,74.65299987792969,
2019-04-02,06LC001,74.802001953125,
2019-05-02,06LC001,74.90499877929688,
2019-06-02,06LC001,75.19300079345703,
