STATION_NUMBER,REMARK_TYPE_CODE,YEAR,REMARK_EN,REMARK_FR
02YE001,2,1998,"THE ""E"" FOR DISCHARGES BELOW 0.550 M3/S IS DUE TO CURVE EXTENSION.","LE < E > POUR LES DEBITS INFERIEURS A 0,550 M3/S INDIQUE UN PROLONGEMENT DE LA COURBE."
02YE001,2,2000,"THE ""E"" FOR DISCHARGES ABOVE 63.4 M3/S IS DUE TO CURVE EXTENSION.","LE < E > POUR LES DEBITS SUPERIEURS A 63,4 M3/S INDIQUE UN PROLONGEMENT DE LA COURBE."
02YE001,2,2003,"THE ""E"" FOR DISCHARGES ABOVE 63.4 M3/S IS DUE TO CURVE EXTENSION.","LE < E > POUR LES DEBITS SUPERIEURS A 63,4 M3/S INDIQUE UN PROLONGEMENT DE LA COURBE."
02YE001,2,2011,"MAX. INST. DISCHARGES NOT VALID- SENSOR PROBLEMS
MAX. INST. DAILY DISCHARGES NOT VALID- SENSOR PROBLEMS",
02YE001,2,2012,"MIN. INST. DISCHARGE NOT VALID- OCCURRED DURING ESTIMATED PERIOD
THE ""E"" FOR DISCHARGES BELOW 1.76 CMS AND ABOVE 47.6 CMS IS DUE TO CURVE EXTENSION.","UN DEBIT MINIMAL INSTANTANE NON VALIDE A EU LIEU PENDANT LA PERIODE ESTIMEE.| LE < E > POUR LE DEBIT INFERIEUR A 1,76 M3/S ET SUPERIEUR A 47,6 M3/S INDIQUE UN PROLONGEMENT DE LA COURBE.6346"
02YE001,2,2013,"THE ""E"" FOR DISCHARGES ABOVE 47.6 CMS IS DUE TO CURVE EXTENSION.",
02YE001,2,2014,"THE ""E"" FOR DISCHARGES ABOVE 63.4 CMS IS DUE TO CURVE EXTENSION. MIN. INST. DISCHARGE NOT VALID- OCCURRED DURING BACKWATER CONDITIONS",
02YE001,2,2015,"THE ""E"" FOR DISCHARGES ABOVE 63.4 CMS IS DUE TO CURVE EXTENSION. MIN. INST. DISCHARGE NOT VALID- OCCURRED DURING BACKWATER CONDITIONS",
02YE001,2,2016,MIN. INST. DISCHARGE NOT VALID- OCCURRED DURING BACKWATER CONDITIONS,
02YE001,2,2017,"MAX. INST. DISCHARGE NOT VALID - OCCURRED DURING ESTIMATED PERIOD. 
MIN. INST. DISCHARGE NOT VALID - OCCURRED DURING BACKWATER CONDITIONS. 
THE ''E''FOR DISCHARGES BETWEEN AUG 8TH AND NOV 7TH ARE DUE TO ESTIMATED DATA.
MAX. INST  &  MAX. DAILY WATER LEVELS NOT VALID - PARTIAL YEAR.

",
02YE001,2,2018,"THE 'E' FOR MAXIMUM INSTANTANEOUS DISCHARGE ON JANUARY 13TH AT 23:50 IS DUE TO RATING CURVE EXTENSION.
MIN. INST. DISCHARGE NOT VALID - OCCURRED DURING BACKWATER CONDITIONS. 
",
02YE001,2,2019,"MIN. INST. DISCHARGE NOT VALID- OCCURRED DURING BACKWATER CONDITIONS

THE ''E'' FOR DISCHARGE ON SEPTEMBER 2ND AND 3RD ARE DUE TO RATING CURVE EXTENSION.",
02YE001,2,2020,"MIN. INST. DISCHARGE NOT VALID- OCCURRED DURING BACKWATER CONDITIONS
THE `E? FOR DISCHARGE BETWEEN JULY 22ND ? 27TH, JULY 31ST ? AUGUST 3RD AND AUGUST 18TH ARE DUE TO RATING CURVE EXTENSION.
",
02YE001,2,2021,MIN. INST. DISCHARGE NOT VALID- OCCURRED DURING BACKWATER CONDITIONS.  THE 'E' FOR DISCHARGE ON JUN 28 IS DUE TO RATING CURVE EXTENSION.,
02YE001,2,2022,MIN. INST. DISCHARGE NOT VALID- OCCURRED DURING BACKWATER CONDITIONS.,
02YE001,2,2023,"THE 'E' FOR DISCHARGE BETWEEN AUG 5 AND AUG 13 IS DUE TO RATING CURVE EXTENSION. 
MIN. INST. DISCHARGE NOT VALID- OCCURRED DURING BACKWATER CONDITIONS.",
