STATION_NUMBER,REMARK_TYPE_CODE,YEAR,REMARK_EN,REMARK_FR
10RC002,2,2003,2003 2003 DATA WAS NOT PUBLISHED UNTIL 2011.,LES DONNEES DE 2003 N'ONT PAS ETE PUBLIEES AVANT 2011.
10RC002,2,2004,2004 DATA IS POOR AND SHOULD BE USED WITH DISCRETION.  REVISED TO INCLUDE DISCHARGE IN 2011.,LES DONNEES SONT MEDIOCRES ET DOIVENT ETRE UTILISEES AVEC CIRCONSPECTION. REVISEES EN 2011 POUR INCLURE LE DEBIT
10RC002,2,2005,2005 RECORD PRODUCED IS POOR TO FAIR. REVISED IN 2011 TO INCLUDE DISCHARGE,ENREGISTREMENT PASSABLE A MEDIOCRE. REVISE EN 2011 POUR INCLURE LE DEBIT
10RC002,2,2006,2006 OPEN WATER RECORD IS CONSIDERED FAIR.  REVISED IN 2011 TO INCLUDE DISCHARGE.,
10RC002,2,2007,2007 RECORD PRODUCED IS FAIR.  REVISED IN 2011 TO INCLUDE DISCHARGE.  NO REVISION OF WATER LEVEL DAT,ENREGISTREMENT PASSABLE. REVISE EN 2011 POUR INCLURE LE DEBIT. AUCUNE REVISION DES DONNEES SUR LE NIVEAU D'EAU
10RC002,2,2008,"2008 WATER LEVEL IS GOOD, DISCHARGE IS FAIR.  REVISED IN 2011 TO INCLUDE DISCHARGE.  NO REVISIONS MA","ENREGISTREMENT DU NIVEAU D'EAU DE BONNE QUALITE, ENREGISTREMENT DE DEBIT PASSABLE. REVISE EN 2011 POUR INCLURE LE DEBIT. AUCUNE REVISION"
10RC002,2,2009,2009 DATA ARE POOR TO FAIR.  REVISED IN 2011 TO INCLUDE DISCHARGE.,DONNEES MEDIOCRES A PASSABLES. REVISEES EN 2011 POUR INCLURE LE DEBIT
10RC002,2,2010,2010 DATA ARE FAIR.,DONNEES PASSABLES
10RC002,2,2011,"(Water Level and Discharge) Both data sets are considered fair due to gauge correction, missing logger file and sensor resets.",
10RC002,2,2012,(Water Level) Data produced is considered fair. (Discharge) Discharge above 71.8 m3/s and below 13.8 m3/s should be considered estimates. Discharge data produced are considered fair.,
10RC002,2,2013,"(Water Level) Data produced is considered fair. (Discharge) There was zero flow found during the March 4, 2014 visit.",
10RC002,2,2015,2015 STAGE DATA CONSIDERED GOOD.  2015 OPEN WATER DISCHARGE DATA CONSIDERED FAIR.  MORE MEASUREMENTS ARE NEEDED AT ALL STAGES TO VALIDATE THE CURVE.  DISCHARGE UNDER BACKWATER CONDITIONS IS INTERPOLATED AND CONSIDERED AN ESTIMATE.  USE WITH DISCRETION.,
10RC002,2,2016,2016 STAGE DATA CONSIDERED GOOD.  2016 OPEN WATER DISCHARGE DATA CONSIDERED FAIR.  MORE MEASUREMENTS ARE NEEDED AT ALL STAGES TO VALIDATE THE CURVE.  DISCHARGE UNDER BACKWATER CONDITIONS IS INTERPOLATED AND CONSIDERED AN ESTIMATE.  USE WITH DISCRETION.,
