STATION_NUMBER,REMARK_TYPE_CODE,YEAR,REMARK_EN,REMARK_FR
02ZM020,2,1995,REVISED DATA,DONNEES REVISEES
02ZM020,2,1996,REVISED DATA,DONNEES REVISEES
02ZM020,2,1997,REVISED DATA,DONNEES REVISEES
02ZM020,2,1998,REVISED DATA,
02ZM020,2,1999,REVISED DATA,DONNEES REVISEES
02ZM020,2,2000,REVISED DATA,DONNEES REVISEES
02ZM020,2,2003,REVISED DATA,
02ZM020,2,2010,"2010 THE ""E"" FOR DISCHARGE ABOVE 56.6 CMS IS DUE TO CURVE EXTENSION","LES ESTIMATIONS DE DEBIT SUPERIEURES A 56,6 CMS SONT ATTRIBUABLES AU PROLONGEMENT DE LA COURBE."
02ZM020,2,2013,MIN. INST. & DAILY DISCHARGE NOT VALID- OCCURRED DURING BACKWATER CONDITIONS,
02ZM020,2,2015,MIN. INST. DISCHARGE NOT VALID- OCCURRED DURING BACKWATER CONDITIONS,
02ZM020,2,2016,MIN. INST. DISCHARGE NOT VALID- OCCURRED DURING BACKWATER CONDITIONS.,
02ZM020,2,2017,"THE 'E' FOR DISCHARGES BETWEEN OCT 19-20, OCT 22-NOV 7 AND NOV 9 2017 ARE DUE TO RATING CURVE EXTENSION.",
02ZM020,2,2020,THE 'E' FOR DISCHARGES ON JULY 11TH ? 15TH ARE DUE TO RATING CURVE EXTENSION.,
02ZM020,2,2021,"THE 'E' FOR DISCHARGES IN JUN, JUL AND AUG IS DUE TO RATING CURVE EXTENSION.",
02ZM020,4,-999,REVISED DATA - 1995-2000,DONNEES REVISEES - 1995 A 2000
