STATION_NUMBER,REMARK_TYPE_CODE,YEAR,REMARK_EN,REMARK_FR
02YL005,2,2001,"THE ""E"" FOR DISCHARGES BELOW 0.009 M3/S IS DUE TO CURVE EXTENSION.","LE < E > POUR LES DEBITS INFERIEURS A 0,009 M3/S INDIQUE UN PROLONGEMENT DE LA COURBE."
02YL005,2,2003,"THE ""E"" FOR DISCHARGES BELOW 0.016 M3/S IS DUE TO CURVE EXTENSION.","LE < E > POUR LES DEBITS INFERIEURS A 0,016 M3/S INDIQUE UN PROLONGEMENT DE LA COURBE."
02YL005,2,2004,"THE ""E"" FOR DISCHARGES BELOW 0.010 M3/S AND ABOVE 5.24 M3/S IS DUE TO CURVE EXTENSION.","LE < E > POUR LES DEBITS INFERIEURS A 0,010 M3/S OU SUPERIEURS A 5,24 M3/S INDIQUE UN PROLONGEMENT DE LA COURBE."
02YL005,2,2005,"THE ""E"" FOR DISCHARGES ABOVE 5.24 M3/S IS DUE TO CURVE EXTENSION.","LE < E > POUR LES DEBITS SUPERIEURS A 5,24 M3/S INDIQUE UN PROLONGEMENT DE LA COURBE."
02YL005,2,2006,"THE ""E"" FOR DISCHARGE ABOVE 5.24 CMS IS DUE TO CURVE EXTENSION.","LES ESTIMATIONS DES DEBITS SUPERIEURS A 5,24 CM SONT DUES AU PROLONGEMENT DE LA COURBE"
02YL005,2,2007,"THE ""E"" FOR DISCHARGE ABOVE 3.32 CMS IS DUE TO CURVE EXTENSION.","LES ESTIMATIONS DES DEBITS SUPERIEURS A 3,32 CM SONT DUES AU PROLONGEMENT DE LA COURBE"
02YL005,2,2010,"2010 THE ""E"" FOR DISCHARGES BELOW 0.018 CMS ARE DUE TO CURVE EXTENSION","LES ESTIMATIONS DE DEBIT INFERIEURES A 0,018 CMS SONT ATTRIBUABLES AU PROLONGEMENT DE LA COURBE."
02YL005,2,2011,"2011 THE ""E"" FOR DISCHARGES ABOVE 6.46 CMS ARE DUE TO CURVE EXTENSION","LES ESTIMATIONS DES DEBITS SUPERIEURS A 6,46 CM SONT ATTRIBUABLES AU PROLONGEMENT DE LA COURBE"
02YL005,2,2012,"THE ""E"" FOR DISCHARGES BELOW 0.006 CMS AND ABOVE 6.46 CMS IS DUE TO CURVE EXTENSION.",
02YL005,2,2013,"THE ""E"" FOR DISCHARGES BELOW 0.008 CMS AND ABOVE 9.18 CMS IS DUE TO CURVE EXTENSION.",
02YL005,2,2014,"THE ""E"" FOR DISCHARGES BELOW 0.011 CMS AND ABOVE 9.18 CMS IS DUE TO CURVE EXTENSION.",
02YL005,2,2015,"THE ""E"" FOR DISCHARGES BELOW 0.009 CMS IS DUE TO CURVE EXTENSION.",
02YL005,2,2016,"THE ""E"" FOR DISCHARGES ABOVE 9.18 CMS IS DUE TO CURVE EXTENSION.",
02YL005,2,2017,THE 'E' FOR DISCHARGE ABOVE 9.18 CMS IS DUE TO CURVE EXTENSION.,
02YL005,2,2018,"THE ''E'' FOR MAX INST. DISCHARGE ON JAN 13 AND DISCHARGES ON JAN 14, APR 29
AND APR 30, BETWEEN JUL 12 AND JUL 23, AUG 02 AND AUG 05, AUG 24 AND AUG 30 AND OCT 21, OCT 29, IS DUE TO RATING CURVE EXTENSION.",
02YL005,2,2019,"THE ''E'' FOR MAX INST. AND MIN. INST. DISCHARGE IS DUE TO RATING CURVE EXTENSION
- THE `E? FOR DISCHARGE ON APR 22, JUN 24, NOV 01, NOV 13 AND DEC 10-11 2019, AS WELL AS JUL 14-15, JUL 26 ? AUG 04, AUG 08 -11, AND AUG 19 ? SEP 03 2019 IS DUE TO RATING CURVE EXTENSION.
",
02YL005,2,2020,"THE 'E' FOR DISCHARGES ON MAY 2, JUL 6-7, JUL 12-27 AND JUL 30-AUG 26 IS DUE TO RATING CURVE EXTENSION.",
02YL005,2,2021,THE 'E' FOR DISCHARGES ON JUN 26 AND DEC 7 IS DUE TO RATING CURVE EXTENSION.,
02YL005,2,2022,"THE 'E' FOR DISCHARGE ON JAN 16, JAN 18-19, AND FEB 19 IS DUE TO RATING CURVE EXTENSION.",
02YL005,2,2023,"THE 'E' FOR DISCHARGE ON NOV 19, DEC 12, DEC 20, AND DEC 21, IS DUE TO RATING CURVE EXTENSION.",
