STATION_NUMBER,REMARK_TYPE_CODE,YEAR,REMARK_EN,REMARK_FR
02BA003,2,2008,MIN INSTANTANEOUS DISCHARGE INVALID OCCURRED UNDER BACKWATER CONDITIONS,"DEBIT INSTANTANE MINIMAL NON VALIDE, ATTEINT DANS DES CONDITIONS DE REMOUS"
02BA003,2,2009,2009 MIN INSTANTANEOUS DISCHARGE INVALID OCCURRED UNDER BACKWATER CONDITIONS,"DEBIT INSTANTANE MINIMAL NON VALIDE, ATTEINT DANS DES CONDITIONS DE REMOUS"
02BA003,2,2010,2010 MIN INSTANTANEOUS DISCHARGE INVALID OCCURRED UNDER BACKWATER CONDITIONS,"DEBIT INSTANTANE MINIMAL NON VALIDE, ATTEINT DANS DES CONDITIONS DE REMOUS"
02BA003,2,2014,2014 MIN. INST. DISCHARGE NOT VALID - OCCURRED DURING BACKWATER CONDITIONS,
02BA003,2,2015,MIN INST DISCHARGE NOT VALID - OCCURRED DURING BACKWATER CONDITIONS.,
02BA003,2,2018,MIN INST WATER LEVEL NOT VALID - TOO MUCH MISSING DATA. MIN INST DISCHARGE NOT VALID - OCCURRED DURING BACKWATER CONDITIONS.,
02BA003,2,2019,"WATER LEVELS NOT AVAILABLE JANUARY 1 - MARCH 7 AND  NOVEMBER 12 -DECEMBER 31, 2019 DUE TO EQUIPMENT MALFUNCTION. DISCHARGES ESTIMATED.",
02BA003,2,2020,"WATER LEVELS NOT AVAILABLE JANUARY 1- MARCH 3, 2020 DUE TO EQUIPMENT MALFUNCTION. DISCHARGES ESTIMATED. MIN INST WATER LEVEL NOT VALID - MAY HAVE OCCURRED DURING PERIOD OF EQUIPMENT MALFUNCTION..",
02BA003,2,2023,"WATER LEVELS NOT AVAILABLE APRIL 15, 24 - OCTOBER 11, 24 DUE TO EQUIPMENT MALFUNCTION. DISCHARGES ESTIMATED. ALL MAX AND MIN INST AND DAILY WATERLEVELS NOT VALID. MAX AND MIN INST. DISCHARGES NOT VALID.",
02BA003,7,-999,PROGRAM STARTED 1987,PROGRAMME LANCE EN 1987
