date,STATION_NUMBER,flow_cms,quality_symbol
2009-01-01,10LB007,0.0,B
2009-02-01,10LB007,0.0,B
2009-03-01,10LB007,0.0,B
2009-04-01,10LB007,0.0,B
2009-05-01,10LB007,0.0,B
2009-06-01,10LB007,9.020000457763672,
2009-07-01,10LB007,11.600000381469728,
2009-08-01,10LB007,3.700000047683716,
2009-09-01,10LB007,3.4100000858306885,
2009-10-01,10LB007,8.779999732971191,A
2009-11-01,10LB007,1.4700000286102295,B
2009-12-01,10LB007,0.039000000804662704,B
2010-01-01,10LB007,0.0,B
2010-02-01,10LB007,0.0,B
2010-03-01,10LB007,0.0,B
2010-04-01,10LB007,0.0,B
2010-05-01,10LB007,12.100000381469728,
2010-06-01,10LB007,3.9800000190734863,
2010-07-01,10LB007,1.840000033378601,
2010-08-01,10LB007,1.0099999904632568,
2010-09-01,10LB007,0.7820000052452087,
2010-10-01,10LB007,0.4569999873638153,B
2010-11-01,10LB007,0.014000000432133676,B
2010-12-01,10LB007,0.0020000000949949026,B
2011-01-01,10LB007,0.0,B
2011-02-01,10LB007,0.0,B
2011-03-01,10LB007,0.0,B
2011-04-01,10LB007,0.0,B
2011-05-01,10LB007,0.0,B
2011-06-01,10LB007,16.200000762939453,
2011-07-01,10LB007,4.679999828338623,
2011-08-01,10LB007,1.9900000095367432,
2011-09-01,10LB007,1.6100000143051147,
2011-10-01,10LB007,2.0799999237060547,
2011-11-01,10LB007,0.0010000000474974513,B
2011-12-01,10LB007,,
2012-01-01,10LB007,0.0,B
2012-02-01,10LB007,0.0,B
2012-03-01,10LB007,0.0,B
2012-04-01,10LB007,0.0,B
2012-05-01,10LB007,0.0,B
2012-06-01,10LB007,20.299999237060547,
2012-07-01,10LB007,3.990000009536743,
2012-08-01,10LB007,1.5700000524520874,
2012-09-01,10LB007,0.847000002861023,
2012-10-01,10LB007,0.5090000033378601,
2012-11-01,10LB007,0.04500000178813934,B
2012-12-01,10LB007,0.0,B
2013-01-01,10LB007,0.0,B
2013-02-01,10LB007,0.0,B
2013-03-01,10LB007,0.0,B
2013-04-01,10LB007,0.0,B
2013-05-01,10LB007,0.0,B
2013-06-01,10LB007,17.200000762939453,
2013-07-01,10LB007,3.990000009536743,
2013-08-01,10LB007,9.260000228881836,
2013-09-01,10LB007,2.900000095367432,
2013-10-01,10LB007,6.230000019073486,
2014-05-01,10LB007,,
2014-06-01,10LB007,15.300000190734863,
2014-07-01,10LB007,6.090000152587891,
2014-08-01,10LB007,3.799999952316284,
2014-09-01,10LB007,3.319999933242798,
2014-10-01,10LB007,2.990000009536743,
2015-05-01,10LB007,,
2015-06-01,10LB007,24.200000762939453,
2015-07-01,10LB007,6.019999980926514,
2015-08-01,10LB007,3.3499999046325684,
