STATION_NUMBER,date,water_level_m,quality_symbol
08HA044,1978-01-01,,
08HA044,1978-02-01,,
08HA044,1978-03-01,,
08HA044,1978-04-01,,
08HA044,1978-05-01,0.6520000100135803,
08HA044,1978-06-01,,
08HA044,1978-07-01,,
08HA044,1978-08-01,,
08HA044,1978-09-01,,
08HA044,1978-10-01,,
08HA044,1978-11-01,,
08HA044,1978-12-01,,
08HA044,1979-01-01,,
08HA044,1979-02-01,,
08HA044,1979-04-01,,
08HA044,1979-05-01,,
08HA044,1979-06-01,,
08HA044,1979-07-01,,
08HA044,1979-08-01,,
08HA044,1979-09-01,,
08HA044,1979-10-01,,
08HA044,1979-12-01,,
08HA044,1980-01-01,0.8199999928474426,
08HA044,1980-02-01,0.8870000243186951,
08HA044,1980-03-01,0.9570000171661376,
08HA044,1980-04-01,0.800000011920929,
08HA044,1980-05-01,0.718999981880188,
08HA044,1980-07-01,0.6299999952316284,
08HA044,1980-08-01,0.5379999876022339,
08HA044,1980-11-01,0.3499999940395355,
08HA044,1980-12-01,0.7599999904632568,
08HA044,1981-01-01,1.0829999446868896,
08HA044,1981-02-01,0.9100000262260436,
08HA044,1981-03-01,0.9700000286102296,
08HA044,1981-04-01,0.800000011920929,
08HA044,1981-05-01,0.7279999852180481,
08HA044,1981-06-01,0.6579999923706055,
08HA044,1981-07-01,0.6000000238418579,
08HA044,1981-08-01,0.4850000143051148,
08HA044,1981-09-01,0.3449999988079071,
08HA044,1981-11-01,,
08HA044,1981-12-01,0.675000011920929,
08HA044,1982-01-01,,
08HA044,1982-04-01,0.800000011920929,
08HA044,1982-09-01,,
08HA044,1982-10-01,0.32499998807907104,
08HA044,1982-11-01,0.33799999952316284,
08HA044,1982-12-01,0.38999998569488525,
08HA044,1983-01-01,0.6700000166893005,
08HA044,1983-02-01,0.9100000262260436,
08HA044,1983-03-01,1.0800000429153442,
08HA044,1983-04-01,0.8999999761581421,
08HA044,1983-05-01,0.7649999856948853,
08HA044,1983-06-01,0.6190000176429749,
08HA044,1983-07-01,0.5,
08HA044,1983-08-01,0.41999998688697815,
08HA044,1983-09-01,0.3199999928474426,
08HA044,1983-10-01,0.30000001192092896,
08HA044,1983-11-01,0.3100000023841858,
08HA044,1983-12-01,0.8700000047683716,
08HA044,1984-01-01,0.7799999713897705,
08HA044,1984-02-01,0.7649999856948853,
08HA044,1984-03-01,0.8199999928474426,
08HA044,1984-04-01,0.7799999713897705,
08HA044,1984-05-01,0.6600000262260437,
08HA044,1984-06-01,0.6700000166893005,
08HA044,1984-07-01,0.5910000205039978,E
08HA044,1984-08-01,0.45500001311302185,
08HA044,1984-09-01,0.3109999895095825,
08HA044,1984-10-01,0.25600001215934753,
08HA044,1984-11-01,0.28200000524520874,
08HA044,1984-12-01,0.7699999809265137,
08HA044,1985-01-01,0.8730000257492065,
08HA044,1985-02-01,0.7680000066757202,
08HA044,1985-03-01,0.75,
08HA044,1985-04-01,0.7250000238418579,
08HA044,1985-05-01,0.6600000262260437,
08HA044,1985-06-01,0.578000009059906,
08HA044,1985-07-01,0.5,
08HA044,1985-08-01,0.33000001311302185,
08HA044,1985-09-01,0.1899999976158142,
08HA044,1985-10-01,0.10999999940395357,
08HA044,1985-11-01,0.1850000023841858,
08HA044,1985-12-01,0.20499999821186063,E
08HA044,1978-01-02,,
08HA044,1978-02-02,,
08HA044,1978-03-02,,
08HA044,1978-04-02,,
08HA044,1978-05-02,,
08HA044,1978-06-02,,
08HA044,1978-07-02,,
08HA044,1978-08-02,,
08HA044,1978-09-02,,
08HA044,1978-10-02,,
08HA044,1978-11-02,,
08HA044,1978-12-02,,
08HA044,1979-01-02,0.3470000028610229,
08HA044,1979-02-02,,
08HA044,1979-04-02,,
08HA044,1979-05-02,,
08HA044,1979-06-02,,
08HA044,1979-07-02,,
08HA044,1979-08-02,,
08HA044,1979-09-02,,
08HA044,1979-10-02,,
08HA044,1979-12-02,,
08HA044,1980-01-02,0.8320000171661377,
08HA044,1980-02-02,0.8970000147819519,
08HA044,1980-03-02,0.9570000171661376,
08HA044,1980-04-02,0.800000011920929,
08HA044,1980-05-02,0.7170000076293945,
08HA044,1980-07-02,0.628000020980835,
08HA044,1980-08-02,0.5299999713897705,
08HA044,1980-11-02,0.3499999940395355,
08HA044,1980-12-02,0.781000018119812,
08HA044,1981-01-02,1.0750000476837158,
08HA044,1981-02-02,0.9079999923706056,
08HA044,1981-03-02,0.959999978542328,
08HA044,1981-04-02,0.7900000214576721,
08HA044,1981-05-02,0.7260000109672546,
08HA044,1981-06-02,0.6539999842643738,
08HA044,1981-07-02,0.5879999995231628,
08HA044,1981-08-02,0.4779999852180481,
08HA044,1981-09-02,0.3400000035762787,
08HA044,1981-11-02,,
08HA044,1981-12-02,0.6949999928474426,
08HA044,1982-01-02,,
08HA044,1982-04-02,0.8199999928474426,
08HA044,1982-09-02,,
08HA044,1982-10-02,0.32100000977516174,
08HA044,1982-11-02,0.3370000123977661,
08HA044,1982-12-02,0.38999998569488525,
08HA044,1983-01-02,0.675000011920929,
08HA044,1983-02-02,0.8999999761581421,
08HA044,1983-03-02,1.065000057220459,
08HA044,1983-04-02,0.8970000147819519,
08HA044,1983-05-02,0.7580000162124634,
08HA044,1983-06-02,0.6100000143051147,
08HA044,1983-07-02,0.5,
08HA044,1983-08-02,0.4160000085830689,
08HA044,1983-09-02,0.33500000834465027,
08HA044,1983-10-02,0.296999990940094,
08HA044,1983-11-02,0.3199999928474426,
08HA044,1983-12-02,0.8610000014305115,
08HA044,1984-01-02,0.8119999766349792,
08HA044,1984-02-02,0.7599999904632568,
08HA044,1984-03-02,0.8199999928474426,
08HA044,1984-04-02,0.7749999761581421,
08HA044,1984-05-02,0.675000011920929,
08HA044,1984-06-02,0.6629999876022339,
08HA044,1984-07-02,0.5849999785423279,E
08HA044,1984-08-02,0.44999998807907104,
08HA044,1984-09-02,0.3109999895095825,
08HA044,1984-10-02,0.2549999952316284,
08HA044,1984-11-02,0.289000004529953,
08HA044,1984-12-02,0.7760000228881836,
08HA044,1985-01-02,0.871999979019165,
08HA044,1985-02-02,0.7649999856948853,
08HA044,1985-03-02,0.7480000257492065,
08HA044,1985-04-02,0.7250000238418579,
08HA044,1985-05-02,0.6600000262260437,
08HA044,1985-06-02,0.5759999752044678,
08HA044,1985-07-02,0.5,
08HA044,1985-08-02,0.33000001311302185,
08HA044,1985-09-02,0.18000000715255737,
08HA044,1985-10-02,0.10499999672174454,
08HA044,1985-11-02,0.17499999701976776,
08HA044,1985-12-02,0.20499999821186063,
08HA044,1978-01-03,,
08HA044,1978-02-03,,
08HA044,1978-03-03,,
08HA044,1978-04-03,0.7429999709129333,
08HA044,1978-05-03,,
08HA044,1978-06-03,,
08HA044,1978-07-03,0.4690000116825104,
08HA044,1978-08-03,,
08HA044,1978-09-03,,
08HA044,1978-10-03,,
08HA044,1978-11-03,,
08HA044,1978-12-03,,
08HA044,1979-01-03,,
08HA044,1979-02-03,,
08HA044,1979-04-03,,
08HA044,1979-05-03,,
08HA044,1979-06-03,,
08HA044,1979-07-03,,
08HA044,1979-08-03,,
08HA044,1979-09-03,0.1940000057220459,
08HA044,1979-10-03,,
08HA044,1979-12-03,,
08HA044,1980-01-03,0.8299999833106995,
08HA044,1980-02-03,0.9340000152587892,
08HA044,1980-03-03,0.9520000219345092,
08HA044,1980-04-03,0.800000011920929,
08HA044,1980-05-03,0.7099999785423279,
08HA044,1980-07-03,0.6290000081062317,
08HA044,1980-08-03,0.5230000019073486,
08HA044,1980-11-03,0.35499998927116394,
08HA044,1980-12-03,0.8119999766349792,
08HA044,1981-01-03,1.0499999523162842,
08HA044,1981-02-03,0.9039999842643738,
08HA044,1981-03-03,0.949999988079071,
08HA044,1981-04-03,0.7900000214576721,
08HA044,1981-05-03,0.7239999771118164,
08HA044,1981-06-03,0.6520000100135803,
08HA044,1981-07-03,0.5860000252723694,
08HA044,1981-08-03,0.47200000286102295,
08HA044,1981-09-03,0.3370000123977661,
08HA044,1981-11-03,,
08HA044,1981-12-03,0.699999988079071,
08HA044,1982-01-03,,
08HA044,1982-04-03,0.8199999928474426,
08HA044,1982-09-03,,
08HA044,1982-10-03,0.3199999928474426,
08HA044,1982-11-03,0.3370000123977661,
08HA044,1982-12-03,0.3910000026226044,
08HA044,1983-01-03,0.6899999976158142,
08HA044,1983-02-03,0.8899999856948853,
