STATION_NUMBER,REMARK_TYPE_CODE,YEAR,REMARK_EN,REMARK_FR
05CG004,2,2001,ZERO DISCHARGES FOR OPERATING PERIOD ,DEBIT NUL POUR PERIODE DE SERVICE 
05CG004,2,2002,ZERO DISCHARGES FOR THE SEASON ,DEBIT NUL POUR LA SAISON. 
05CG004,2,2003,"MAXIMUM INSTANTANEOUS DISCHARGE IS FLAGGED WITH A ""B"", BUT IS CONSIDERED VALID - MEASUREMENT SAME DAY, SMALL SHIFT.",
05CG004,2,2004,THERE WAS NO DISCHARGE FOR THE FULL SEASON,
05CG004,2,2005,MAXIMUM INSTANTANEOUS DISCHARGE IS NOT VALID DUE TO ICE CONDITIONS.,
05CG004,2,2007,MAXIMUM INSTANTANEOUS DISCHARGE VALID - ICE CONDITIONS ,DEBIT INSTANTANE MAXIMAL VALIDE ? CONDITIONS GLACIELLES 
05CG004,2,2013,MAXIMUM INSTANTANEOUS DISCHARGE IS NOT VALID DUE TO ICE CONDITIONS.,
05CG004,2,2014,MAXIMUM INSTANTANEOUS DISCHARGE IS NOT VALID DUE TO ICE CONDITIONS.,
05CG004,2,2017,MAXIMUM INSTANTANEOUS DISCHARGE IS NOT VALID DUE TO ICE CONDITIONS.,
05CG004,2,2019,MAXIMUM INSTANTANEOUS DISCHARGE IS NOT VALID DUE TO ICE CONDITIONS,
05CG004,2,2021,ZERO DISCHARGE FOR OPERATING PERIOD.,DEBIT NUL POUR PERIODE DE SERVICE.
05CG004,2,2022,ZERO DISCHARGE FOR OPERATING PERIOD.,
05CG004,2,2023,MAXIMUM INSTANTANEOUS DISCHARGE IS NOT VALID DUE TO ICE CONDITIONS,
05CG004,2,2024,ZERO DISCHARGE FOR OPERATING PERIOD.,
