STATION_NUMBER,REMARK_TYPE_CODE,YEAR,REMARK_EN,REMARK_FR
05CE002,2,2002,MAX. INST. DISCHARGE NOT VALID - ICE CONDITIONS,DEBIT MAX. INST. NON VALIDE - DURANT PERIODE DE GLACE
05CE002,2,2003,MAX. INST. WATER LEVEL DETERMINED MANUALLY. MAX. INST. DISCHARGE NOT DETERMINED - ICE CONDITIONS,NIVEAU D'EAU MAX. INST. DETERMINE MANUELLEMENT. DEBIT MAX. INST. NON DETERMINE ' DURANT PERIODE DE GLACE
05CE002,2,2005,MAX. INST. DISCHARGE OCCURRED DURING ICE CONDITIONS - CONSIDERED VALID,DEBIT MAX. INST. EST SURVENU DURANT PERIODE DE GLACE - MEME SI SURVENUS DURANT PERIODE DE GLACE
05CE002,2,2006,MAX INSTANTANEOUS DISCHARGE - NOT VALID - OCCURED UNDER CHANGING BACKWATER,DEBIT INSTANTANE MAXIMAL NON VALIDE ? ATTEINT AU COURS DE CONDITIONS DE REMOUS CHANGEANTES
05CE002,2,2007,MAX INSTANTANEOUS DISCHARGE NOT VALID - ICE CONDITIONS,DEBIT INSTANTANE MAXIMAL NON VALIDE ? CONDITIONS GLACIELLES
05CE002,2,2008,MAXIMUM INSTANTANEOUS DISCHARGE IS NOT VALID DUE TO EQUIPMENT MALFUNCTION,
05CE002,2,2015,"MAXIMUM INSTANTANEOUS DISCHARGE NOT VALID, OCCURRED UNDER VARIABLE BACKWATER CONDITIONS AND PERIOD OF MISSING RECORD",
05CE002,2,2017,MAX INSTANTANEOUS DISCHARGE NOT VALID - ICE CONDITIONS,
05CE002,2,2019,MAX INSTANTANEOUS DISCHARGE NOT VALID - ICE CONDITIONS,DEBIT INSTANTANE MAXIMAL NON VALIDE ? CONDITIONS GLACIELLES
05CE002,2,2022,MAX INSTANTANEOUS DISCHARGE NOT VALID - ICE CONDITIONS.,
05CE002,2,2023,MAX INSTANTANEOUS DISCHARGE NOT VALID - ICE CONDITIONS.,
05CE002,4,-999,HIGHER MAX. DISCHARGES ARE KNOWN TO HAVE OCCURRED OUTSIDE THE STANDARD PERIOD IN 1930,DEBITS DE CRUE MAX. SONT SURVENUS HORS DE PERIODE DE REFERENCE EN 1930
