STATION_NUMBER,REMARK_TYPE_CODE,YEAR,REMARK_EN,REMARK_FR
02YR004,2,2002,"THE ""E"" FOR DISCHARGES ABOVE 20.2 M3/S IS DUE TO CURVE EXTENSION.","LE < E > POUR LES DEBITS SUPERIEURS A 20,2 M3/S INDIQUE UN PROLONGEMENT DE LA COURBE."
02YR004,2,2003,"THE ""E"" FOR DISCHARGES ABOVE 20.2 M3/S IS DUE TO CURVE EXTENSION.","LE < E > POUR LES DEBITS SUPERIEURS A 20,2 M3/S INDIQUE UN PROLONGEMENT DE LA COURBE."
02YR004,2,2004,"THE ""E"" FOR DISCHARGES ABOVE 23.2 M3/S IS DUE TO CURVE EXTENSION.","LE < E > POUR LES DEBITS SUPERIEURS A 23,2 M3/S INDIQUE UN PROLONGEMENT DE LA COURBE."
02YR004,2,2005,"THE ""E"" FOR DISCHARGES ABOVE 23.2 M3/S IS DUE TO CURVE EXTENSION.","LE < E > POUR LES DEBITS SUPERIEURS A 23,2 M3/S INDIQUE UN PROLONGEMENT DE LA COURBE."
02YR004,2,2006,"THE ""E"" FOR DISCHARGES ABOVE 23.2 CMS IS DUE TO CURVE EXTENSION.","LES ESTIMATIONS DES DEBITS SUPERIEURS A 23,2 CM SONT DUES AU PROLONGEMENT DE LA COURBE"
02YR004,2,2007,"THE ""E"" FOR DISCHARGES BELOW 0.550 CMS IS DUE TO CURVE EXTENSION.","LES ESTIMATIONS DES DEBITS INFERIEURS A 0,550 CM SONT DUES AU PROLONGEMENT DE LA COURBE"
02YR004,2,2008,THE E FOR DISCHARGES ABOVE 71.4 CMS AND BELOW 0.351 CMS ARE DUE TO CURVE EXTENSION,"LES ESTIMATIONS DES DEBITS SUPERIEURS A 71,4 CM ET INFERIEURS A 0,351 CM SONT DUES AU PROLONGEMENT DE LA COURBE"
02YR004,2,2009,2009  THE E FOR DISCHARGES ABOVE 71.4 CMS AND BELOW 0.351 CMS ARE DUE TO CURVE EXTENSION,"L'ESTIMATION DE DEBIT DE PLUS DE 71,4 CMS EST ATTRIBUABLE AU PROLONGEMENT DE LA COURBE."
02YR004,2,2010,"THE ""E"" FOR DISCHARGES BELOW 0.352 CMS AND ABOVE 71.36 CMS IS DUE TO CURVE EXTENSION.",
02YR004,2,2011,"2011 THE ""E"" FOR DISCHARGE ABOVE 71.4 CMS IS DUE TO CURVE EXTENSION.","2011 ? LE < E > POUR UN DEBIT SUPERIEUR A 71,4 M3/S INDIQUE UN PROLONGEMENT DE LA COURBE."
02YR004,2,2012,"THE ""E"" FOR DISCHARGES ABOVE 71.3 CMS IS DUE TO CURVE EXTENSION.",
02YR004,2,2013,"THE ""E"" FOR DISCHARGES ABOVE 71.34 CMS IS DUE TO CURVE EXTENSION.",
02YR004,2,2014,"THE ""E"" FOR DISCHARGES ABOVE 71.4 CMS IS DUE TO CURVE EXTENSION.  MIN. INST. DISCHARGE NOT VALID- OCCURRED DURING BACKWATER CONDITIONS",
02YR004,2,2015,"THE ""E"" FOR DISCHARGES ABOVE 71.2 CMS IS DUE TO CURVE EXTENSION.",
02YR004,2,2016,"THE ""E"" FOR DISCHARGES ABOVE 71.4 CMS IS DUE TO CURVE EXTENSION.",
02YR004,2,2017,THE 'E' FOR DISCHARGES BETWEEN APR 29-30  ARE DUE TO RATING CURVE EXTENSION.,
02YR004,2,2018,"THE ''E'' FOR DISCHARGE ON APR 30, MAY 30, JUL 13, AND BETWEEN OCT 21 AND OCT 23, 2018 IS DUE TO RATING CURVE EXTENSION.",
02YR004,2,2020,"THE 'E' FOR DISCHARGE ON May 3rd ? 4th, SEPT 19TH AND DEC 23RD ARE DUE TO RATING CURVE EXTENSION.",
02YR004,2,2021,THE `E? FOR DISCHARGE ON APRIL 11TH ? 13TH AND AUGUST 19TH ? 20TH ARE DUE TO RATING CURVE EXTENSION.,
02YR004,2,2022,"THE 'E' FOR DISCHARGES IN FEB, AUG, SEP AND DEC ARE DUE TO RATING CURVE EXTENSION.",
02YR004,2,2023,THE 'E' FOR DISCHARGE ABOVE 71.4 CMS IS DUE TO RATING CURVE EXTENSION.,
