STATION_NUMBER,REMARK_TYPE_CODE,YEAR,REMARK_EN,REMARK_FR
03QC002,2,1999,"THE ""E"" FOR DISCHARGES ABOVE 642 M3/S IS DUE TO CURVE EXTENSION.",LE < E > POUR LES DEBITS SUPERIEURS A 642 M3/S INDIQUE UN PROLONGEMENT DE LA COURBE.
03QC002,2,2011,MIN. INST. DISCHARGES NOT VALID- OCCURRED DURING BACKWATER CONDITIONS,MIN. INST. DEBITS NON VALIDES ? RELEVES AU COURS DE CONDITIONS DE REMOUS
03QC002,2,2012,MIN. INST. DISCHARGE NOT VALID- OCCURRED DURING BACKWATER CONDITIONS,DEBIT MINIMAL INSTANTANE NON VALIDE ? A EU LIEU PENDANT LES CONDITIONS DE REMOUS.
03QC002,2,2014,MIN. INST. DISCHARGE NOT VALID- OCCURRED DURING BACKWATER CONDITIONS,
03QC002,2,2015,MIN. INST. DISCHARGE NOT VALID- OCCURRED DURING BACKWATER CONDITIONS.,
03QC002,2,2016,MIN. INST. DISCHARGE NOT VALID- OCCURRED DURING BACKWATER CONDITIONS.,
03QC002,2,2017,MIN. INST. DISCHARGE NOT VALID- OCCURRED DURING BACKWATER CONDITIONS.,
03QC002,2,2018,MIN. INST. DISCHARGE NOT VALID- OCCURRED DURING BACKWATER CONDITIONS.,
03QC002,2,2019,MIN. INST. DISCHARGE NOT VALID- OCCURRED DURING BACKWATER CONDITIONS,
03QC002,2,2020,-	MIN. INST. DISCHARGE NOT VALID- OCCURRED DURING BACKWATER CONDITIONS,
03QC002,2,2021,MIN. INST. DISCHARGE NOT VALID- OCCURRED DURING BACKWATER CONDITIONS,
03QC002,2,2023,"WATER LEVEL UNAVAILABLE FOR THE PERIOD JUN 17 - OCT 17- EQUIPMENT MALFUNCTION.
MIN. INST. & MIN. DAILY WATER LEVEL NOT VALID- MISSING DATA.
MIN. INST. DISCHARGE NOT VALID- OCCURRED DURING BACKWATER CONDITIONS.",
03QC002,2,2024,MIN. INST. WATER LEVEL AND DISCHARGE NOT VALID- EQUIPMENT MALFUNCTION.,
