STATION_NUMBER,REMARK_TYPE_CODE,YEAR,REMARK_EN,REMARK_FR
05AB029,2,1990,MAX. INST. DISCHARGE ESTIMATED FROM HIGH WATER MARKS. TIMING OF MAX. INST. WAS ESTIMATED.,DEBIT MAX. INST. ESTIME D'APRES UNE LAISSE DE HAUTES EAUX. HEURE DU DEBIT MAX. INST. ESTIMEE.
05AB029,2,2000,MAX. INST. DISCHARGE NOT VALID - ICE CONDITIONS. ,DEBIT MAX. INST. NON VALIDE - CONDITIONS DE GLACE.
05AB029,2,2003,"MAX. INST. WATER LEVEL AND DISCHARGE OCCURRED ON MAR 13, 2003 BEFORE THE GAUGE WAS OPERATIONAL",NIVEAU D'EAU ET DEBIT MAX. INST. SONT SURVENUS LE 13 MARS 2003 AVANT LA MISE EN SERVICE DE LA JAUGE
05AB029,2,2007,"MAXIMUM INSTANTANEOUS DISCHARGE NOT VALID, ICE CONDITIONS",
05AB029,2,2014,MAXIMUM INSTANTANEOUS DISCHARGE NOT VALID; FLOW WAS BYPASSING GAUGE,
05AB029,2,2017,MAXIMUM INSTANTANEOUS DISCHARGE NOT VALID DUE TO ICE CONDITIONS,
05AB029,2,2018,MAXIMUM INSTANTANEOUS DISCHARGE NOT VALID DUE TO ICE CONDITIONS,
05AB029,2,2019,MAXIMUM INSTANTANEOUS DISCHARGE NOT VALID DUE TO ICE CONDITIONS,
05AB029,2,2021,MAXIMUM INSTANTANEOUS DISCHARGE NOT VALID DUE TO ICE CONDITIONS,
05AB029,2,2023,MAXIMUM INSTANTANEOUS AND DAILY DISCHARGE NOT VALID DUE TO ICE CONDITIONS,
05AB029,4,-999,HIGHER MAX. DISCHARGES ARE KNOWN TO HAVE OCCURRED OUTSIDE THE STANDARD PERIOD IN 1986,DEBITS DE CRUE MAX. SONT SURVENUS HORS DE PERIODE DE REFERENCE EN 1986
