date,STATION_NUMBER,flow_cms,quality_symbol
2002-11-01,02FD003,,
2002-12-01,02FD003,0.07400000095367432,B
2003-01-01,02FD003,0.9269999861717224,
2003-02-01,02FD003,0.07599999755620956,B
2003-03-01,02FD003,0.1459999978542328,B
2003-04-01,02FD003,1.6200000047683716,
2003-05-01,02FD003,0.765999972820282,
2003-06-01,02FD003,0.3889999985694885,
2003-07-01,02FD003,0.0860000029206276,
2003-08-01,02FD003,0.10599999874830246,
2003-09-01,02FD003,0.014000000432133676,
2003-10-01,02FD003,1.2699999809265137,
2003-11-01,02FD003,0.8240000009536743,
2003-12-01,02FD003,7.099999904632568,
2004-01-01,02FD003,3.920000076293945,
2004-02-01,02FD003,0.20499999821186063,B
2004-03-01,02FD003,0.9300000071525574,B
2004-04-01,02FD003,4.599999904632568,
2004-05-01,02FD003,0.5049999952316284,
2004-06-01,02FD003,0.8330000042915344,
2004-07-01,02FD003,0.13199999928474426,
2004-08-01,02FD003,0.05900000035762787,
2004-09-01,02FD003,0.18299999833106995,
2004-10-01,02FD003,0.03500000014901161,
2004-11-01,02FD003,0.5040000081062317,
2004-12-01,02FD003,5.769999980926514,
2005-01-01,02FD003,17.0,B
2005-02-01,02FD003,0.23000000417232516,B
2005-03-01,02FD003,0.6399999856948853,
2005-04-01,02FD003,18.799999237060547,
2005-05-01,02FD003,1.9600000381469729,
2005-06-01,02FD003,0.08100000023841858,
2005-07-01,02FD003,0.023000000044703484,
2005-08-01,02FD003,0.017000000923871994,
2005-09-01,02FD003,0.009999999776482582,
2005-10-01,02FD003,0.11599999666213988,
2005-11-01,02FD003,0.12099999934434892,
2005-12-01,02FD003,4.25,
2006-01-01,02FD003,2.430000066757202,
2006-02-01,02FD003,5.309999942779541,
2006-03-01,02FD003,0.9100000262260436,B
2006-04-01,02FD003,2.3499999046325684,
2006-05-01,02FD003,0.5329999923706055,
2006-06-01,02FD003,0.11500000208616255,
2006-07-01,02FD003,0.04100000113248825,
2006-08-01,02FD003,0.30000001192092896,
2006-09-01,02FD003,0.028999999165534973,
2006-10-01,02FD003,0.1889999955892563,
2006-11-01,02FD003,1.7300000190734863,
2006-12-01,02FD003,17.600000381469727,
2007-01-01,02FD003,4.820000171661377,
2007-02-01,02FD003,0.4350000023841858,B
2007-03-01,02FD003,0.44999998807907104,B
2007-04-01,02FD003,2.4600000381469727,E
2007-05-01,02FD003,0.5289999842643738,E
2007-06-01,02FD003,0.15199999511241913,E
2007-07-01,02FD003,0.02500000037252903,E
2007-08-01,02FD003,0.0130000002682209,
2007-09-01,02FD003,0.0130000002682209,
2007-10-01,02FD003,0.019999999552965164,
2007-11-01,02FD003,0.05700000002980232,
2007-12-01,02FD003,0.479999989271164,B
2008-01-01,02FD003,1.309999942779541,
2008-02-01,02FD003,3.490000009536743,
2008-03-01,02FD003,0.75,B
2008-04-01,02FD003,50.900001525878906,
2008-05-01,02FD003,0.18700000643730164,
2008-06-01,02FD003,0.2879999876022339,
2008-07-01,02FD003,0.7020000219345093,
2008-08-01,02FD003,0.05299999937415123,
2008-09-01,02FD003,0.017000000923871994,
2008-10-01,02FD003,0.12399999797344208,
2008-11-01,02FD003,0.9330000281333924,
2008-12-01,02FD003,3.670000076293945,
2009-01-01,02FD003,3.200000047683716,B
2009-02-01,02FD003,0.2660000026226044,B
2009-03-01,02FD003,4.0,B
2009-04-01,02FD003,3.180000066757202,
2009-05-01,02FD003,5.480000019073486,
2009-06-01,02FD003,0.29899999499320984,
2009-07-01,02FD003,0.11500000208616255,
2009-08-01,02FD003,0.03999999910593033,
2009-09-01,02FD003,0.03400000184774399,
2009-10-01,02FD003,0.06499999761581421,
2009-11-01,02FD003,2.0,
2009-12-01,02FD003,1.3899999856948853,
2010-01-01,02FD003,0.8999999761581421,B
2010-02-01,02FD003,0.949999988079071,B
2010-03-01,02FD003,0.25600001215934753,B
2010-04-01,02FD003,0.27399998903274536,
2010-05-01,02FD003,0.05999999865889549,
