STATION_NUMBER,REMARK_TYPE_CODE,YEAR,REMARK_EN,REMARK_FR
05OF020,2,2003,APPLY -231.344M TO CONVERT TO ASSUMED DATUM ,"APPLICATION -231,344M POUR CONVERTIR AU PLAN DE REFERENCE SUPPOSE"
05OF020,2,2005,PERIOD OF RECORD WAS EXTENDED TO INCLUDE HIGH WATER EVENT IN JUL ,PERIODE D'ENREGISTREMENTS PROLONGEE POUR INCLURE LA PERIODE DE CRUE EN JUIL 
05OF020,2,2008,GOOD QUALITY DATA FROM MARCH 12 TO JUNE 1.,LES DONNEES DU 12 MARS AU 1ER JUIN SONT DE BONNE QUALITE
05OF020,2,2009,SEVERE BACKWATER FROM THE RED RIVER APR 04 TO MAY 05,REMOUS CONSIDERABLE DE LA RIVIERE RED DU 4 AVRIL AU 5 MAI
05OF020,2,2010,2010 SEVERE BACKWATER FROM THE RED RIVER APR 04 TO MAY 05,REMOUS CONSIDERABLES DANS LA RIVIERE ROUGE DU 4 AVRIL AU 5 MAI
05OF020,2,2011,Discharge for period April 20 ? May 23 invalid due to BW from Red River,Debit pour la periode du 20 avril? Les donnees du 23 mai sont invalides en raison des remous de la riviere Rouge.
05OF020,2,2012,Stage data for September 2-25 should be used with caution.,
05OF020,2,2019,"Operating period was extended to November 11, 2019 due to high water.",
05OF020,2,2020,"Due to measures in place to limit the spread of the coronavirus, regular visits to this station were reduced or no longer conducted throughout 2020. This may have impacted data quality in 2020.",
05OF020,2,2022,No discharge data May 7-20 due to extreme backwater from the Red River. Maximum instantaneous and daily discharge invalid due to equipment malfunction.,
