STATION_NUMBER,date,flow_cms,quality_symbol
07AF015,1985-08-01,,
07AF015,1985-09-01,4.730000019073486,
07AF015,1985-10-01,4.840000152587891,
07AF015,1986-02-01,,
07AF015,1986-03-01,0.6800000071525574,B
07AF015,1986-04-01,1.149999976158142,B
07AF015,1986-05-01,1.4500000476837158,
07AF015,1986-06-01,12.5,
07AF015,1986-07-01,5.650000095367432,
07AF015,1986-08-01,7.300000190734863,
07AF015,1986-09-01,2.440000057220459,
07AF015,1986-10-01,5.440000057220459,
07AF015,1986-11-01,2.869999885559082,
07AF015,1987-03-01,0.4399999976158142,B
07AF015,1987-04-01,0.7139999866485596,B
07AF015,1987-05-01,1.4600000381469729,
07AF015,1987-06-01,2.490000009536743,
07AF015,1987-07-01,1.2899999618530271,
07AF015,1987-08-01,25.299999237060547,
07AF015,1987-09-01,5.46999979019165,
07AF015,1987-10-01,2.0199999809265137,
07AF015,1988-03-01,0.3400000035762787,B
07AF015,1988-04-01,0.6650000214576721,B
07AF015,1988-05-01,2.059999942779541,
07AF015,1988-06-01,1.919999957084656,
07AF015,1988-07-01,2.700000047683716,
07AF015,1988-08-01,1.2699999809265137,
07AF015,1988-09-01,2.1600000858306885,
07AF015,1988-10-01,3.049999952316284,
07AF015,1988-11-01,1.2699999809265137,
07AF015,1989-02-01,,
07AF015,1989-03-01,0.3199999928474426,B
07AF015,1989-04-01,0.32899999618530273,B
07AF015,1989-05-01,6.28000020980835,
07AF015,1989-06-01,8.119999885559082,
07AF015,1989-07-01,4.679999828338623,
07AF015,1989-08-01,2.900000095367432,
07AF015,1989-09-01,10.699999809265137,
07AF015,1989-10-01,5.96999979019165,
07AF015,1989-11-01,2.3399999141693115,B
07AF015,1990-03-01,0.4950000047683716,B
07AF015,1990-04-01,0.7450000047683716,B
07AF015,1990-05-01,3.2799999713897705,
07AF015,1990-06-01,31.200000762939453,
07AF015,1990-07-01,6.179999828338623,
07AF015,1990-08-01,4.059999942779541,
07AF015,1990-09-01,3.990000009536743,
07AF015,1990-10-01,2.720000028610229,
07AF015,1990-11-01,1.6799999475479126,B
07AF015,1991-02-01,,
07AF015,1991-03-01,0.5450000166893005,B
07AF015,1991-04-01,0.6899999976158142,B
07AF015,1991-05-01,5.699999809265137,
07AF015,1991-06-01,14.300000190734863,
07AF015,1991-07-01,9.119999885559082,
07AF015,1991-08-01,2.869999885559082,
07AF015,1991-09-01,2.619999885559082,
07AF015,1991-10-01,1.7000000476837158,
07AF015,1992-03-01,0.7799999713897705,B
07AF015,1992-04-01,0.8519999980926514,B
07AF015,1992-05-01,3.849999904632568,
07AF015,1992-06-01,10.0,
07AF015,1992-07-01,2.200000047683716,
07AF015,1992-08-01,1.5199999809265137,
07AF015,1992-09-01,1.0099999904632568,
07AF015,1992-10-01,1.5499999523162842,
07AF015,1993-02-01,,
07AF015,1993-03-01,0.5099999904632568,B
07AF015,1993-04-01,0.5699999928474426,B
07AF015,1993-05-01,2.0999999046325684,E
07AF015,1993-06-01,3.940000057220459,
07AF015,1993-07-01,6.480000019073486,
07AF015,1993-08-01,3.5799999237060547,
07AF015,1993-09-01,10.800000190734863,
07AF015,1993-10-01,5.380000114440918,
07AF015,1993-11-01,1.9600000381469729,B
07AF015,1994-03-01,0.6949999928474426,B
07AF015,1994-04-01,1.5499999523162842,B
07AF015,1994-05-01,2.609999895095825,
07AF015,1994-06-01,5.429999828338623,
07AF015,1994-07-01,4.909999847412109,
07AF015,1994-08-01,2.880000114440918,
07AF015,1994-09-01,2.970000028610229,
07AF015,1994-10-01,1.9800000190734863,
07AF015,1994-11-01,1.3600000143051147,B
07AF015,1995-02-01,,
07AF015,1995-03-01,0.479999989271164,B
07AF015,1995-04-01,0.5479999780654907,B
07AF015,1995-05-01,1.090000033378601,B
07AF015,1995-06-01,7.260000228881836,
07AF015,1995-07-01,6.349999904632568,
07AF015,1995-08-01,4.46999979019165,
07AF015,1995-09-01,3.549999952316284,
07AF015,1995-10-01,1.75,
07AF015,1995-11-01,0.7680000066757202,B
07AF015,1996-03-01,0.4300000071525574,B
07AF015,1996-04-01,0.550000011920929,B
07AF015,1996-05-01,2.720000028610229,
07AF015,1996-06-01,38.900001525878906,
07AF015,1996-07-01,7.269999980926514,
07AF015,1996-08-01,2.0199999809265137,
07AF015,1996-09-01,1.0700000524520874,
07AF015,1996-10-01,1.3899999856948853,
07AF015,1996-11-01,0.8339999914169312,B
07AF015,1997-03-01,0.35899999737739563,B
07AF015,1997-04-01,0.5699999928474426,B
07AF015,1997-05-01,1.9299999475479128,
07AF015,1997-06-01,11.300000190734863,
07AF015,1997-07-01,9.479999542236328,
07AF015,1997-08-01,2.109999895095825,
07AF015,1997-09-01,2.119999885559082,
07AF015,1997-10-01,2.5899999141693115,
07AF015,1998-03-01,0.22499999403953552,B
07AF015,1998-04-01,0.3449999988079071,B
07AF015,1998-05-01,2.880000114440918,
07AF015,1998-06-01,7.980000019073486,
07AF015,1998-07-01,34.5,
07AF015,1998-08-01,4.199999809265137,
07AF015,1998-09-01,3.5,
07AF015,1998-10-01,2.8399999141693115,
07AF015,1999-03-01,0.5040000081062317,B
07AF015,1999-04-01,0.7099999785423279,B
07AF015,1999-05-01,5.210000038146973,
07AF015,1999-06-01,6.690000057220459,
07AF015,1999-07-01,7.400000095367432,
07AF015,1999-08-01,5.360000133514404,
07AF015,1999-09-01,7.889999866485596,
07AF015,1999-10-01,2.190000057220459,
07AF015,2000-03-01,0.3799999952316284,B
07AF015,2000-04-01,0.4699999988079071,B
07AF015,2000-05-01,2.700000047683716,E
07AF015,2000-06-01,6.96999979019165,
07AF015,2000-07-01,7.75,
07AF015,2000-08-01,4.199999809265137,
07AF015,2000-09-01,3.609999895095825,
07AF015,2000-10-01,2.220000028610229,
07AF015,2001-03-01,0.3440000116825104,B
07AF015,2001-04-01,0.35499998927116394,B
07AF015,2001-05-01,2.5999999046325684,E
07AF015,2001-06-01,3.1700000762939453,
07AF015,2001-07-01,4.369999885559082,
07AF015,2001-08-01,11.300000190734863,
07AF015,2001-09-01,1.5099999904632568,
07AF015,2001-10-01,1.1699999570846558,
07AF015,2002-03-01,0.3499999940395355,B
07AF015,2002-04-01,0.2949999868869781,B
07AF015,2002-05-01,1.5499999523162842,B
07AF015,2002-06-01,9.920000076293944,
07AF015,2002-07-01,3.680000066757202,
07AF015,2002-08-01,1.7899999618530271,
07AF015,2002-09-01,1.809999942779541,
07AF015,2002-10-01,2.369999885559082,
07AF015,2003-03-01,0.4399999976158142,B
07AF015,2003-04-01,0.7300000190734863,B
07AF015,2003-05-01,7.199999809265137,
07AF015,2003-06-01,10.399999618530272,
07AF015,2003-07-01,5.610000133514404,
07AF015,2003-08-01,1.5,
07AF015,2003-09-01,0.8849999904632568,
07AF015,2003-10-01,0.7509999871253967,
07AF015,2004-03-01,0.30000001192092896,B
07AF015,2004-04-01,0.6019999980926514,B
07AF015,2004-05-01,1.350000023841858,
07AF015,2004-06-01,8.680000305175781,
07AF015,2004-07-01,6.860000133514404,
07AF015,2004-08-01,3.0,
07AF015,2004-09-01,5.090000152587891,
07AF015,2004-10-01,3.650000095367432,
07AF015,2005-03-01,0.6700000166893005,B
07AF015,2005-04-01,0.5550000071525574,B
07AF015,2005-05-01,2.309999942779541,B
07AF015,2005-06-01,5.099999904632568,
07AF015,2005-07-01,21.299999237060547,
07AF015,2005-08-01,3.9800000190734863,
07AF015,2005-09-01,5.610000133514404,
07AF015,2005-10-01,6.949999809265137,
07AF015,2006-03-01,0.5429999828338623,B
07AF015,2006-04-01,0.6039999723434448,B
07AF015,2006-05-01,1.25,B
07AF015,2006-06-01,3.4800000190734863,
07AF015,2006-07-01,3.049999952316284,
07AF015,2006-08-01,1.3899999856948853,
07AF015,2006-09-01,1.2300000190734863,
07AF015,2006-10-01,7.170000076293945,
07AF015,2007-03-01,0.3799999952316284,B
07AF015,2007-04-01,0.5099999904632568,B
07AF015,2007-05-01,3.259999990463257,B
07AF015,2007-06-01,9.050000190734863,
07AF015,2007-07-01,4.920000076293945,
07AF015,2007-08-01,1.809999942779541,
07AF015,2007-09-01,2.7799999713897705,
07AF015,2007-10-01,1.7799999713897705,
07AF015,2008-03-01,0.23000000417232516,B
07AF015,2008-04-01,0.17900000512599945,B
07AF015,2008-05-01,1.600000023841858,
07AF015,2008-06-01,13.800000190734863,
07AF015,2008-07-01,5.789999961853027,
07AF015,2008-08-01,2.380000114440918,
07AF015,2008-09-01,1.5800000429153442,
07AF015,2008-10-01,1.2899999618530271,
07AF015,2009-03-01,0.27000001072883606,B
07AF015,2009-04-01,0.16300000250339508,B
07AF015,2009-05-01,0.8550000190734863,
07AF015,2009-06-01,6.610000133514404,
07AF015,2009-07-01,3.809999942779541,
07AF015,2009-08-01,4.320000171661377,
07AF015,2009-09-01,1.3700000047683716,
07AF015,2009-10-01,0.828000009059906,
07AF015,2010-03-01,0.2800000011920929,B
07AF015,2010-04-01,0.3100000023841858,B
07AF015,2010-05-01,1.7899999618530271,
07AF015,2010-06-01,5.5,
07AF015,2010-07-01,3.700000047683716,
07AF015,2010-08-01,2.930000066757202,
07AF015,2010-09-01,2.190000057220459,
07AF015,2010-10-01,7.800000190734863,
07AF015,2011-03-01,0.3720000088214874,B
07AF015,2011-04-01,0.4009999930858612,B
07AF015,2011-05-01,1.340000033378601,E
07AF015,2011-06-01,12.899999618530272,
07AF015,2011-07-01,11.100000381469728,
07AF015,2011-08-01,3.1700000762939453,
07AF015,2011-09-01,1.8600000143051147,
07AF015,2011-10-01,1.1100000143051147,
07AF015,2012-03-01,0.32899999618530273,B
07AF015,2012-04-01,0.5400000214576721,B
07AF015,2012-05-01,4.519999980926514,B
07AF015,2012-06-01,6.389999866485596,
07AF015,2012-07-01,8.430000305175781,
07AF015,2012-08-01,17.0,
07AF015,2012-09-01,3.140000104904175,E
07AF015,2012-10-01,1.159999966621399,
07AF015,2013-03-01,0.5860000252723694,B
07AF015,2013-04-01,0.8989999890327454,B
07AF015,2013-05-01,2.4800000190734863,B
07AF015,2013-06-01,19.399999618530277,
07AF015,2013-07-01,6.519999980926514,
07AF015,2013-08-01,1.5,
07AF015,2013-09-01,0.8960000276565552,
07AF015,2013-10-01,1.1799999475479126,E
07AF015,2014-03-01,0.1720000058412552,B
07AF015,2014-04-01,0.33399999141693115,B
07AF015,2014-05-01,2.3499999046325684,B
07AF015,2014-06-01,10.5,
07AF015,2014-07-01,6.099999904632568,
07AF015,2014-08-01,1.5299999713897705,
07AF015,2014-09-01,1.4800000190734863,
07AF015,2014-10-01,1.5399999618530271,
07AF015,2015-03-01,0.3540000021457672,B
07AF015,2015-04-01,1.6100000143051147,B
07AF015,2015-05-01,3.069999933242798,B
07AF015,2015-06-01,4.769999980926514,
07AF015,2015-07-01,2.200000047683716,
07AF015,2015-08-01,0.8820000290870667,
07AF015,2015-09-01,1.2400000095367432,
07AF015,2015-10-01,1.8600000143051147,
07AF015,2016-03-01,0.3540000021457672,B
07AF015,2016-04-01,0.6439999938011169,B
07AF015,2016-05-01,1.8600000143051147,
07AF015,2016-06-01,8.329999923706055,
07AF015,2016-07-01,2.490000009536743,
07AF015,2016-08-01,3.369999885559082,
07AF015,2016-09-01,3.119999885559082,
07AF015,2016-10-01,1.8200000524520876,
07AF015,2017-03-01,0.24899999797344208,B
07AF015,2017-04-01,0.2660000026226044,B
07AF015,2017-05-01,1.870000004768372,
07AF015,2017-06-01,13.100000381469728,
07AF015,2017-07-01,4.699999809265137,
07AF015,2017-08-01,1.090000033378601,
07AF015,2017-09-01,0.5630000233650208,
07AF015,2017-10-01,3.9600000381469727,
07AF015,2017-11-01,2.640000104904175,A
07AF015,2018-03-01,0.3009999990463257,B
07AF015,2018-04-01,0.2029999941587448,B
07AF015,2018-05-01,3.200000047683716,
07AF015,2018-06-01,2.9800000190734863,
07AF015,2018-07-01,1.5,
07AF015,2018-08-01,2.7300000190734863,
07AF015,2018-09-01,0.8840000033378601,
07AF015,2018-10-01,1.659999966621399,
07AF015,2019-02-01,,
07AF015,2019-03-01,0.10700000077486038,B
07AF015,2019-04-01,0.11500000208616255,B
07AF015,2019-05-01,0.26499998569488525,
07AF015,2019-06-01,6.440000057220459,
07AF015,2019-07-01,34.599998474121094,
07AF015,2019-08-01,6.519999980926514,
07AF015,2019-09-01,3.9600000381469727,
07AF015,2019-10-01,4.389999866485596,
07AF015,2020-03-01,0.7200000286102295,B
07AF015,2020-04-01,0.6399999856948853,B
07AF015,2020-05-01,5.329999923706055,
07AF015,2020-06-01,19.399999618530277,
07AF015,2020-07-01,30.5,
07AF015,2020-08-01,3.1600000858306885,
07AF015,2020-09-01,1.4199999570846558,
07AF015,2020-10-01,1.1799999475479126,
07AF015,2021-03-01,0.3659999966621399,B
07AF015,2021-04-01,0.2329999953508377,B
07AF015,2021-05-01,1.7599999904632568,
07AF015,2021-06-01,6.929999828338623,
07AF015,2021-07-01,2.490000009536743,
07AF015,2021-08-01,1.3799999952316284,
07AF015,2021-09-01,23.799999237060547,
07AF015,2021-10-01,1.8799999952316284,
07AF015,2022-03-01,0.4050000011920929,B
