STATION_NUMBER,REMARK_TYPE_CODE,YEAR,REMARK_EN,REMARK_FR
02HM004,2,1997,THE MAX. AND MIN. INST. WATER LEVELS ARE ACTUALLY THE RECORDED HOURLY EXTREME VALUES.,
02HM004,2,2015,MIN. INST. DISCHARGE NOT VALID - OCCURS DURING BACKWATER CONDITIONS.,
02HM004,2,2016,MIN INST. DISCHARGE NOT VALID - OCCURS DURING PERIOD OF ESTIMATION.,
02HM004,2,2018,MIN INST. DISCHARGE NOT VALID- OCCURS DURING PERIOD OF ESTIMATION.,
02HM004,2,2020,MIN INST. DISCHARGE NOT VALID- OCCURS DURING PERIOD OF ESTIMATION.,
02HM004,2,2021,MAX AND MIN INST. DISCHARGES NOT VALID- OCCURS DURING PERIODS OF ESTIMATIONS.,
02HM004,2,2022,MAX INST. DISCHARGE NOT VALID- OCCURS DURING PERIOD OF ESTIMATION.,
02HM004,2,2023,MIN INST DISCHARGE NOT VALID,
02HM004,2,2024,MIN INST DISCHARGE NOT VALID,
02HM004,7,-999,PROGRAM STARTED 1990,PROGRAMME LANCE EN 1990
